Gene names (ordered locus ),comparison,mean_formate,mean_phosphate,log2FC,n_formate,n_phosphate,p_value,fdr
MMP1255,formate_vs_phosphate,-1.1446676264330296,-0.2466319158085608,-0.8980357106244687,5,10,0.16719906811497023,0.3436711431341077
MMP0420,formate_vs_phosphate,0.44141714047233216,-0.016883072425720656,0.45830021289805284,12,11,0.1675052915474843,0.3436711431341077
MMP1523,formate_vs_phosphate,-0.15661077785143007,0.2432101694301264,-0.3998209472815565,11,8,0.16751233921760475,0.3436711431341077
MMP0227,formate_vs_phosphate,0.364902604108601,0.1079377324225534,0.2569648716860476,12,12,0.16761874772491756,0.3436711431341077
MMP1129,formate_vs_phosphate,-0.4490907325494966,-1.036101490382945,0.5870107578334485,11,12,0.17010830939937796,0.3476821872363462
MMP0369,formate_vs_phosphate,-0.4793420569672027,-0.8746571810061258,0.39531512403892305,12,12,0.17307061653166703,0.3526313811832716
MMP0946,formate_vs_phosphate,-0.11238030709663564,-0.4960594348061101,0.38367912770947443,12,12,0.17453062008242062,0.35449833113314094
MMP1646,formate_vs_phosphate,-0.6111216049847576,0.008243277232000922,-0.6193648822167586,11,5,0.17966623343425528,0.36379622422091445
MMP0289,formate_vs_phosphate,0.5605759066266615,-0.4824468079720172,1.0430227145986786,6,12,0.18172098858996386,0.3668175992589982
MMP0052,formate_vs_phosphate,-0.06991516213689015,0.4943366213601757,-0.5642517834970658,12,12,0.18335476715118554,0.3689419964360294
MMP0214,formate_vs_phosphate,0.056142133871390644,-0.34545879211533864,0.4016009259867293,6,12,0.18390513626029073,0.3689419964360294
MMP0413,formate_vs_phosphate,0.29776037393049737,-0.027941212368324937,0.3257015862988223,12,12,0.18459758628645104,0.3691951725729021
MMP1392,formate_vs_phosphate,0.40898818873588366,0.8626830561638882,-0.4536948674280045,12,12,0.1865746929065127,0.37183423987029424
MMP1424,formate_vs_phosphate,0.479931462903981,0.7842332808348792,-0.3043018179308982,12,12,0.18736478735578083,0.37183423987029424
MMP1614,formate_vs_phosphate,0.8116602523551235,-0.28335196302300475,1.0950122153781283,4,2,0.18818427906982163,0.37183423987029424
MMP1372,formate_vs_phosphate,0.12456252516721747,0.8369590760038716,-0.7123965508366542,8,8,0.1881983115907931,0.37183423987029424
MMP1586,formate_vs_phosphate,-0.1443985365979465,0.22672859238852938,-0.3711271289864759,12,12,0.18946791914011815,0.37321173196180374
MMP1658,formate_vs_phosphate,-0.2908771863984453,-0.5734151227843589,0.2825379363859136,12,12,0.1953955737075895,0.38372865679924206
MMP1181,formate_vs_phosphate,-0.6810549597529387,-0.02312188811149604,-0.6579330716414427,9,12,0.19637025386753115,0.3844847012661571
MMP0610,formate_vs_phosphate,-0.561140091580066,0.4533888255129046,-1.0145289170929706,9,3,0.2008720643880436,0.39212151491318686
MMP1114,formate_vs_phosphate,0.2180824787397004,-0.42712191076656686,0.6452043895062672,8,5,0.20148837547961956,0.3921505098886924
MMP0346,formate_vs_phosphate,0.06862774773548612,0.3232868087994188,-0.25465906106393266,12,12,0.20436408878507764,0.3965636484758054
MMP1451,formate_vs_phosphate,-1.4052259473686113,-0.5471119204168523,-0.858114026951759,5,2,0.20512227478099876,0.39677252188585566
MMP1152,formate_vs_phosphate,-0.917197903265917,-0.3436737740348299,-0.5735241292310871,11,11,0.20568882269542824,0.39677252188585566
MMP0405,formate_vs_phosphate,-0.36192424428326425,0.6087098830024286,-0.9706341272856929,11,5,0.2142059082915778,0.4116336209600268
MMP1510,formate_vs_phosphate,-0.22798341513945083,-0.6311162944966692,0.4031328793572183,12,12,0.2146555692122839,0.4116336209600268
MMP0341,formate_vs_phosphate,-0.6548277900480348,-0.1430690937717469,-0.5117586962762879,12,11,0.217674796801397,0.416199318224372
MMP1003,formate_vs_phosphate,0.5470798760249166,0.10853100471721158,0.43854887130770503,9,8,0.2187877480755537,0.41654281358345724
MMP1492,formate_vs_phosphate,0.23896386235033282,-1.2594662056021972,1.49843006795253,3,10,0.21913218567350587,0.41654281358345724
MMP0821,formate_vs_phosphate,0.9082312972929679,1.332811891905338,-0.4245805946123701,12,12,0.2217863997977999,0.41807445719722397
MMP1043,formate_vs_phosphate,-0.5275897963493003,-0.8981781042877381,0.3705883079384379,12,12,0.221836976852132,0.41807445719722397
MMP1218,formate_vs_phosphate,-0.08258681290186215,0.1863184285126507,-0.2689052414145129,12,12,0.22213138209220926,0.41807445719722397
MMP0516,formate_vs_phosphate,0.1783008314273002,-0.23954484807134618,0.41784567949864637,5,7,0.22250281694392135,0.41807445719722397
MMP0566,formate_vs_phosphate,-0.8317691787320213,0.7985866304830502,-1.6303558092150716,2,2,0.2270488289466751,0.42539033469319587
MMP0955,formate_vs_phosphate,-1.2287553559958255,-1.7257380272447527,0.49698267124892714,10,10,0.23022246781333702,0.4294211901012262
MMP1498,formate_vs_phosphate,-1.165620497004194,-0.3975645405040674,-0.7680559565001265,9,7,0.23051751002366438,0.4294211901012262
MMP1289,formate_vs_phosphate,-0.18441830804659784,-0.45002661620196677,0.26560830815536896,12,12,0.23936286760521952,0.4446284606228009
MMP1072,formate_vs_phosphate,-0.9307038498523256,-0.3204149988641982,-0.6102888509881274,7,9,0.2499014048466034,0.46260849605167426
MMP0706,formate_vs_phosphate,-0.02561056179629483,-0.5252260959986924,0.49961553420239757,3,6,0.25046134832245553,0.46260849605167426
MMP0830,formate_vs_phosphate,0.16655778604990343,0.714989695526218,-0.5484319094763146,12,11,0.2512994260382981,0.46284527055641345
MMP0092,formate_vs_phosphate,-0.06882513632232369,0.1399809440535223,-0.20880608037584597,12,12,0.2531137825401999,0.4648737639893249
MMP0623,formate_vs_phosphate,0.8331927003643603,0.5771134025410819,0.25607929782327843,12,12,0.25635319436124687,0.46950079416722745
MMP1416,formate_vs_phosphate,-0.44802916795778,-0.6934880643334046,0.24545889637562462,12,12,0.25879745509979285,0.47264969390774497
MMP1041,formate_vs_phosphate,-0.2686521575369247,0.10907848532323812,-0.3777306428601628,12,12,0.260250219205206,0.47374246567334627
MMP0080,formate_vs_phosphate,-0.22442837418918113,-0.4486187161450592,0.2241903419558781,12,12,0.26113942748897734,0.47374246567334627
MMP1509,formate_vs_phosphate,-0.04900414936158778,-0.3114353391086124,0.2624311897470246,12,12,0.26157559454356544,0.47374246567334627
MMP1175,formate_vs_phosphate,-0.2537369711789293,-0.8712779667008186,0.6175409955218893,5,9,0.2647199624576748,0.4781091842725872
MMP0427,formate_vs_phosphate,0.2677013558037365,0.5682842165450608,-0.3005828607413243,12,12,0.26625383798305285,0.47832135673447995
MMP1213,formate_vs_phosphate,-1.1984476900739913,-0.7519075051982324,-0.44654018487575897,12,12,0.26630468174020894,0.47832135673447995
MMP1442,formate_vs_phosphate,-0.20272753028779142,-0.5937311611589859,0.3910036308711945,5,4,0.27238465220015556,0.4866446965148343
MMP1679,formate_vs_phosphate,-0.8776901360727749,-0.34443547469195873,-0.5332546613808162,11,9,0.2725255799178827,0.4866446965148343
MMP1159,formate_vs_phosphate,1.6637449135337736,0.14505513806331916,1.5186897754704545,10,2,0.27354530812416283,0.4866446965148343
MMP1362,formate_vs_phosphate,-0.13596516575378145,-0.32942316093489343,0.19345799518111198,12,12,0.2739242386824297,0.4866446965148343
MMP0602,formate_vs_phosphate,0.19922476011284423,0.7360116800631786,-0.5367869199503343,9,7,0.2774761859973454,0.4916154164952968
MMP1177,formate_vs_phosphate,-0.004725097752457049,-0.5083473179874275,0.5036222202349705,9,12,0.28075769503444226,0.49608134732373
MMP1050,formate_vs_phosphate,-0.40221715532877855,-0.19541075910239458,-0.20680639622638397,12,12,0.2867749676944937,0.5048664021542297
MMP0025,formate_vs_phosphate,-0.5485380916164108,-0.8694348231185837,0.3208967315021729,12,12,0.2872782748454283,0.5048664021542297
MMP1370,formate_vs_phosphate,-0.32008493990726605,-0.445131527168056,0.12504658726078993,12,12,0.28844742311192134,0.5055583867445502
MMP0656,formate_vs_phosphate,-0.1202123233027911,0.674323094375671,-0.794535417678462,9,6,0.2907510249243895,0.5067981038319876
MMP1589,formate_vs_phosphate,-0.5514343613187926,-0.15250030595370326,-0.3989340553650894,12,12,0.2911386452796997,0.5067981038319876
MMP0893,formate_vs_phosphate,-0.32758976644793897,0.21742788372779456,-0.5450176501757336,11,12,0.2914866394739193,0.5067981038319876
MMP0125,formate_vs_phosphate,0.5578060691788201,0.9575263422813568,-0.39972027310253666,12,11,0.2933638334835854,0.5069413055232992
MMP0584,formate_vs_phosphate,0.06435595762736726,-0.22638341106683002,0.29073936869419725,12,12,0.29408363403903737,0.5069413055232992
MMP1453,formate_vs_phosphate,0.4018296670527094,-0.09191631224544135,0.49374597929815073,5,6,0.2946734383424756,0.5069413055232992
MMP0044,formate_vs_phosphate,0.11413503694430406,0.329652034468501,-0.21551699752419695,12,12,0.2946790717689116,0.5069413055232992
MMP1241,formate_vs_phosphate,0.11835763851333184,-0.3013736305551752,0.419731269068507,9,4,0.29696467945325966,0.5091903013671333
MMP1260,formate_vs_phosphate,-0.9204699870298915,-1.2691306592018237,0.3486606721719322,12,12,0.29766440272891115,0.5091903013671333
MMP0636,formate_vs_phosphate,1.2498368936192443,0.7877308599022762,0.4621060337169681,12,9,0.2983292869973081,0.5091903013671333
MMP0940,formate_vs_phosphate,-0.15605329267697743,-0.5318731257738407,0.3758198330968633,12,6,0.2992112122170671,0.5093621680562082
MMP1308,formate_vs_phosphate,-0.18504439391163566,-0.44699273972915093,0.26194834581751525,12,12,0.3026982091710235,0.5139563343216337
MMP0042,formate_vs_phosphate,0.028073938168585156,0.3100344429563578,-0.2819605047877726,11,12,0.30379450359541377,0.5144779645304149
MMP0645,formate_vs_phosphate,-0.13537024443757315,0.22961596718636754,-0.3649862116239407,12,11,0.30774082002574543,0.5198109187999638
MMP0013,formate_vs_phosphate,0.1685496210293281,0.6060079448896947,-0.43745832386036654,11,10,0.3090707166353388,0.5199896913798436
MMP0317,formate_vs_phosphate,-0.12035448031653884,-0.25926449281387215,0.1389100124973333,12,12,0.3094808931156277,0.5199896913798436
MMP0831,formate_vs_phosphate,-0.24295324438653548,-0.5803404053316698,0.33738716094513427,7,12,0.31023924838459993,0.5199896913798436
MMP1592,formate_vs_phosphate,-0.5461432844418905,0.23769105121439674,-0.7838343356562872,8,3,0.3116514930740256,0.521017367908371
MMP0041,formate_vs_phosphate,0.19793749259256055,0.005701869636751317,0.19223562295580923,12,12,0.31317404874090443,0.5222237334503061
MMP1011,formate_vs_phosphate,-0.27516956038566215,-0.5989690314099162,0.32379947102425405,12,12,0.31482385838032184,0.5236356011835965
MMP0234,formate_vs_phosphate,0.7044810996806278,0.5039199489559795,0.2005611507246483,12,12,0.3182000288588345,0.5279043735775066
MMP0309,formate_vs_phosphate,-0.43529079119369524,-0.13833988941989706,-0.2969509017737982,12,12,0.31974527406834363,0.5291216210471068
MMP1652,formate_vs_phosphate,0.5533533580363563,-0.2798531015704932,0.8332064596068496,5,8,0.3233104958128925,0.5336669449873567
MMP1396,formate_vs_phosphate,-0.7602833597614064,-0.1397732338039696,-0.6205101259574368,3,4,0.3284148444147369,0.5388120093493194
MMP0148,formate_vs_phosphate,-1.5077786390076888,-2.0496509091466506,0.5418722701389618,11,12,0.32890377590141895,0.5388120093493194
MMP0392,formate_vs_phosphate,-0.7039804732352367,-0.30215335261764464,-0.40182712061759207,12,10,0.3289067173635416,0.5388120093493194
MMP1178,formate_vs_phosphate,-0.15419511614592252,0.14865811729374118,-0.3028532334396637,11,12,0.3304517183731913,0.539986266614839
MMP0894,formate_vs_phosphate,-0.011119816205888708,-0.17601596758294594,0.16489615137705724,12,12,0.3329290885315066,0.5426744143063558
MMP1480,formate_vs_phosphate,-0.4480654803037152,0.03487531824198099,-0.48294079854569616,10,7,0.3368766550400589,0.5477395987184998
MMP0051,formate_vs_phosphate,-0.7393324993392169,-0.9707653362187799,0.23143283687956306,12,12,0.3377616631609678,0.5478124487088333
MMP1230,formate_vs_phosphate,0.24631931119914383,-0.28137381927973754,0.5276931304788813,3,2,0.34271745940070436,0.554470926871611
MMP0079,formate_vs_phosphate,-0.04654307012187355,-0.531084375192054,0.48454130507018045,10,10,0.3451269010530431,0.5569869789271884
MMP1624,formate_vs_phosphate,-0.149010027427958,0.39893537150682756,-0.5479453989347856,10,8,0.3460777647212178,0.5571424755511951
MMP0979,formate_vs_phosphate,0.04208631384206222,0.32939983418040303,-0.2873135203383408,12,12,0.34748120620976286,0.5580240060314419
MMP0702,formate_vs_phosphate,0.4922934259463174,0.014928222793337803,0.4773652031529796,10,2,0.34937673215699366,0.5596895070426533
MMP0879,formate_vs_phosphate,-0.2971289939277291,-0.007985374728020592,-0.28914361919970855,12,12,0.3514499059658305,0.5616307320826506
MMP1033,formate_vs_phosphate,0.15252366361148043,0.6812130001475927,-0.5286893365361123,11,11,0.3525984141966826,0.5618757337533247
MMP1429,formate_vs_phosphate,0.06098068626134384,-0.21828639052916501,0.2792670767905089,12,12,0.3534240367519772,0.5618757337533247
MMP1473,formate_vs_phosphate,0.1457197310068574,-0.3144165512168705,0.46013628222372793,5,4,0.354188537688062,0.5618757337533247
MMP0526,formate_vs_phosphate,-0.9584082747414701,-0.5676996542416256,-0.39070862049984445,3,3,0.35712031161904745,0.5651515611058712
MMP0626,formate_vs_phosphate,-0.1651373859440979,-0.4659005928650287,0.30076320692093084,12,2,0.358507187546575,0.565972606005731
MMP1635,formate_vs_phosphate,1.6562755727315475,1.1986450715212966,0.45763050121025084,11,8,0.36036128570341774,0.5673196919233487
MMP0683,formate_vs_phosphate,0.28983568654289615,-0.07409862866770062,0.36393431521059677,9,8,0.36110072415366523,0.5673196919233487
MMP1319,formate_vs_phosphate,0.05760917754437731,-0.1466222613627885,0.2042314389071658,12,12,0.36309986739735345,0.5690892152477751
MMP0221,formate_vs_phosphate,0.8443513616567361,0.06386701768233354,0.7804843439744026,2,3,0.3677720730528165,0.5744152502522141
MMP0135,formate_vs_phosphate,-0.35957891227756594,-0.18609457532969018,-0.17348433694787577,12,12,0.36826008375065256,0.5744152502522141
MMP1053,formate_vs_phosphate,0.5645378739235893,0.2905067261049801,0.27403114781860927,12,12,0.3709877827993393,0.5754025549280125
MMP0063,formate_vs_phosphate,0.020227249401567886,1.2371743405788747,-1.2169470911773068,7,3,0.3712337059266874,0.5754025549280125
MMP1367,formate_vs_phosphate,-0.19000834565873184,-0.4049792516960298,0.21497090603729793,11,12,0.3715406067863394,0.5754025549280125
MMP1500,formate_vs_phosphate,0.04784782580841626,0.15449029386392274,-0.10664246805550648,12,12,0.3794693999000629,0.5862892150114716
MMP1317,formate_vs_phosphate,0.622965666007644,0.10820206505161092,0.5147636009560331,11,5,0.38513649732715705,0.593638289024365
MMP0638,formate_vs_phosphate,1.05844086615246,1.6606267251739542,-0.6021858590214941,11,3,0.3888291759090382,0.5979165629544644
MMP1210,formate_vs_phosphate,0.426262816388119,-0.1701863645302498,0.5964491809183688,8,10,0.39105120661089277,0.5999185569654166
MMP1044,formate_vs_phosphate,-0.04424479818297533,-0.25865767834669434,0.214412880163719,12,12,0.39311498682327106,0.6016689469689501
MMP0308,formate_vs_phosphate,0.8247247430957945,1.0173959863487871,-0.19267124325299267,12,11,0.39820250397988954,0.6034864354327135
MMP0251,formate_vs_phosphate,-0.32431495891460804,-0.16072486410538425,-0.1635900948092238,12,12,0.3991547406325766,0.6034864354327135
MMP0658,formate_vs_phosphate,0.42617715909501835,0.6156418180575233,-0.18946465896250492,12,12,0.39921735616902676,0.6034864354327135
MMP1251,formate_vs_phosphate,0.2970238549361311,0.11167237758038923,0.18535147735574187,12,12,0.399574290596036,0.6034864354327135
MMP0500,formate_vs_phosphate,0.48066274004561527,-0.06578014100911245,0.5464428810547277,7,12,0.40048736927099793,0.6034864354327135
MMP1151,formate_vs_phosphate,-1.082941531174429,-1.383484171102697,0.300542639928268,12,10,0.4005202289021401,0.6034864354327135
MMP1588,formate_vs_phosphate,-0.6173308642262315,-0.3960696512788042,-0.2212612129474273,12,12,0.40117164548538176,0.6034864354327135
MMP0834,formate_vs_phosphate,0.23168976591301493,-0.5914433024050447,0.8231330683180597,3,7,0.4017072284935547,0.6034864354327135
MMP0352,formate_vs_phosphate,0.13917777808214077,-0.29680280318893026,0.43598058127107103,4,9,0.40852400050561766,0.6123164329417533
MMP0061,formate_vs_phosphate,0.4634868619514082,0.009326562046161418,0.45416029990524676,10,8,0.4116504350658172,0.6141803794045365
MMP1525,formate_vs_phosphate,0.33374890872382057,0.8102466719648659,-0.4764977632410453,7,6,0.41165157331254976,0.6141803794045365
MMP1417,formate_vs_phosphate,-0.5109576322464205,-0.6860018750903722,0.1750442428439517,12,12,0.413294351002916,0.6152235544609617
MMP1211,formate_vs_phosphate,-0.6924957797937972,-0.4527835626914194,-0.23971221710237778,12,12,0.4153862357157938,0.6169289878968054
MMP0391,formate_vs_phosphate,-0.6874540539924067,-0.896403998058374,0.20894994406596734,12,12,0.418241857217037,0.6197583884216094
MMP0167,formate_vs_phosphate,0.2707039409281495,0.08245138875975015,0.1882525521683993,12,12,0.4232200949335191,0.6257131562282414
MMP0428,formate_vs_phosphate,-1.9128346879442708,0.2397069878637228,-2.152541675807994,2,3,0.4257362633955645,0.628009148719249
MMP0264,formate_vs_phosphate,-1.3392552580695898,-0.9809321231351866,-0.35832313493440315,4,3,0.42690933235370804,0.62824200590838
MMP0108,formate_vs_phosphate,0.32639335291680444,0.5431428810189923,-0.2167495281021879,12,12,0.42782124328730164,0.62824200590838
MMP0591,formate_vs_phosphate,-0.27219531283029136,-0.048490294591816155,-0.22370501823847522,10,11,0.4305974115595367,0.6296409832883414
MMP0686,formate_vs_phosphate,0.1712602007249864,0.41406163005825686,-0.24280142933327045,12,12,0.43073217843738165,0.6296409832883414
MMP1647,formate_vs_phosphate,-0.3951411811730962,-0.7059742578813023,0.3108330767082061,12,12,0.4316710422237555,0.6296409832883414
MMP0285,formate_vs_phosphate,-0.5969133449990253,-0.1454139646947809,-0.45149938030424436,11,12,0.4333016418363447,0.6306086394582516
MMP1064,formate_vs_phosphate,-0.6341412424628314,-0.2931694095862688,-0.34097183287656263,7,3,0.44366161924833397,0.642955263274196
MMP0335,formate_vs_phosphate,0.9022169984035853,0.5889298494214513,0.31328714898213395,11,7,0.4437574669837243,0.642955263274196
MMP0593,formate_vs_phosphate,-0.483644214425797,-0.20615722072285161,-0.2774869937029454,12,11,0.44689377339252745,0.6429647523256241
MMP1437,formate_vs_phosphate,-0.8724114940371521,-1.0998017214269546,0.22739022738980252,11,12,0.44790109617672724,0.6429647523256241
MMP1198,formate_vs_phosphate,-0.7608020429104562,-0.4362425760314332,-0.324559466879023,6,2,0.4480122115633258,0.6429647523256241
MMP0178,formate_vs_phosphate,0.20983980460524965,-0.06916697272075652,0.27900677732600615,12,12,0.4480137063140861,0.6429647523256241
MMP1623,formate_vs_phosphate,-0.21252871758333977,0.3403020898077747,-0.5528308073911145,10,3,0.44869472746650146,0.6429647523256241
MMP1721,formate_vs_phosphate,0.8227811309072585,1.1149362148180162,-0.29215508391075773,11,9,0.4523562016822996,0.6467900076685512
MMP0898,formate_vs_phosphate,-0.6240411158810741,-0.4628292081931814,-0.16121190768789273,3,2,0.46039756934085985,0.656847298053043
MMP0433,formate_vs_phosphate,0.18801881752490784,-0.025655996270738335,0.21367481379564618,9,5,0.4624367787160626,0.6573094161162983
MMP1670,formate_vs_phosphate,-0.2279938288019944,0.05978111186806686,-0.28777494067006126,12,12,0.462737763799664,0.6573094161162983
MMP1216,formate_vs_phosphate,-0.02638054834833087,-0.21719446080208388,0.190813912453753,12,11,0.4640767159662056,0.6577783017607958
MMP1533,formate_vs_phosphate,-0.346228970567759,-0.12130068003143163,-0.22492829053632735,11,12,0.4697780458731301,0.6630149688699226
MMP0984,formate_vs_phosphate,-0.36298531853878274,-0.6009815600351023,0.23799624149631954,12,12,0.46980508530353415,0.6630149688699226
MMP0625,formate_vs_phosphate,-0.6170599361557424,-0.855782446168543,0.23872251001280065,12,12,0.47168347910418573,0.6642281390408836
MMP0219,formate_vs_phosphate,-0.1959921305417962,-0.47996786239813866,0.28397573185634245,12,12,0.4758138206732466,0.6686004549115449
MMP1153,formate_vs_phosphate,-0.10911610319528146,0.12046429466064547,-0.22958039785592693,12,11,0.47757879262759884,0.6689924979094567
MMP1105,formate_vs_phosphate,0.3456442261736941,0.004439596299805626,0.3412046298738885,10,10,0.47896597709143207,0.6689924979094567
MMP0414,formate_vs_phosphate,-0.945279598860359,-0.794653884188144,-0.15062571467221497,12,12,0.4791710069382151,0.6689924979094567
MMP0545,formate_vs_phosphate,-0.47713207573381605,0.04599363541057583,-0.5231257111443919,6,2,0.4846714025369765,0.6741538661427403
MMP0133,formate_vs_phosphate,-0.7489440523716292,-0.6342892497696208,-0.11465480260200844,12,12,0.4849358331609589,0.6741538661427403
MMP0001,formate_vs_phosphate,-0.376341002191002,-0.6874643459015891,0.3111233437105871,9,5,0.4889791457939552,0.6783285171439549
MMP0155,formate_vs_phosphate,0.054665473620918635,0.5507135816462496,-0.496048108025331,6,3,0.4901290234419871,0.6784800918984619
MMP1551,formate_vs_phosphate,0.30500054952415806,-0.08349604413492338,0.38849659365908146,6,6,0.4957380317446345,0.6847906709692831
MMP1540,formate_vs_phosphate,-0.29506473819164597,0.5061053800267624,-0.8011701182184083,9,2,0.49786623023442056,0.6862764949531548
MMP0006,formate_vs_phosphate,-0.5369458483491695,-0.4189649232854085,-0.11798092506376096,12,12,0.4989237636631352,0.6862833204817809
MMP1443,formate_vs_phosphate,0.032304966938892336,-0.32547607797656414,0.3577810449154565,6,8,0.5018328861052437,0.6880754562539892
MMP0065,formate_vs_phosphate,-0.26209153439985877,-0.5204551569626528,0.258363622562794,10,2,0.5023372962835873,0.6880754562539892
MMP1358,formate_vs_phosphate,0.1778261425990609,0.5502463111668258,-0.37242016856776483,10,12,0.5131288173938127,0.7013836246137649
MMP1174,formate_vs_phosphate,1.1133348578167859,1.4271007962253284,-0.3137659384085425,12,11,0.5172575404051241,0.7055479421425541
MMP0934,formate_vs_phosphate,-0.3433791797088438,-0.6628667356164002,0.3194875559075564,5,2,0.521703136442994,0.7101261898973531
MMP1352,formate_vs_phosphate,-1.5450024035807628,-1.8763384658077462,0.3313360622269834,12,11,0.5311022859795864,0.7206347781316623
MMP1701,formate_vs_phosphate,-0.6574120394061979,-1.0118301057139514,0.3544180663077535,4,3,0.5321603478367055,0.7206347781316623
MMP0263,formate_vs_phosphate,-0.4702157904052381,-0.05359103062922569,-0.4166247597760124,11,10,0.5335963869610433,0.7206347781316623
MMP0327,formate_vs_phosphate,-0.28797282524076767,-0.48949339902392225,0.20152057378315458,11,12,0.5338444752110321,0.7206347781316623
MMP1474,formate_vs_phosphate,-0.360442760196747,-0.21408593650375685,-0.14635682369299013,12,12,0.5362580584929679,0.7223972192921799
MMP0137,formate_vs_phosphate,-0.0947409835776026,-0.33957919521466745,0.24483821163706485,11,8,0.5408583883776628,0.7270921014891466
MMP1427,formate_vs_phosphate,-0.39190240040082286,-0.208008578083228,-0.18389382231759485,11,12,0.5458225993971302,0.7322558329360677
MMP0250,formate_vs_phosphate,-0.03169573166329021,-0.2076549297633057,0.1759591981000155,12,11,0.5469526581218856,0.7322651603603069
MMP1675,formate_vs_phosphate,0.7610543850062024,1.1812036168531381,-0.42014923184693576,8,4,0.551738415630067,0.7365051456330582
MMP0396,formate_vs_phosphate,-0.8106531891825021,-0.9199774737582649,0.10932428457576282,12,12,0.5530515409494882,0.7365051456330582
MMP0103,formate_vs_phosphate,-0.6405101514329911,-0.7830240721207397,0.1425139206877486,12,12,0.5535084683438628,0.7365051456330582
MMP1549,formate_vs_phosphate,0.2137215573469896,-0.2532817624956687,0.4670033198426583,9,10,0.5562196718557779,0.7386053483706053
MMP1013,formate_vs_phosphate,0.33831747929434686,0.5042673832597527,-0.16594990396540588,12,12,0.5578243107909262,0.7392305907229347
MMP0302,formate_vs_phosphate,0.27496702059069444,0.552824540078683,-0.27785751948798854,9,5,0.5623773198271487,0.7437525609073041
MMP1671,formate_vs_phosphate,-0.08441860894087598,-0.3440602479667181,0.2596416390258421,11,12,0.5643434120816867,0.7448419123021452
MMP0417,formate_vs_phosphate,-1.095708238871513,-0.30796045144148576,-0.7877477874300272,2,2,0.5656597152968607,0.7448621348570608
MMP0576,formate_vs_phosphate,-0.04343004438860167,-0.12468715403327113,0.08125710964466945,12,12,0.5675968531302162,0.7448621348570608
MMP1502,formate_vs_phosphate,-0.49388150354909177,-0.7396859122957786,0.24580440874668685,12,12,0.5677860138404283,0.7448621348570608
MMP1265,formate_vs_phosphate,0.2917309737353968,0.015809372230619085,0.27592160150477774,11,12,0.5725904747922912,0.749656605551353
MMP0605,formate_vs_phosphate,0.5396990191035392,0.10972255703196794,0.4299764620715713,6,3,0.5740340140896216,0.7500404352433533
MMP0933,formate_vs_phosphate,-0.335570988109043,-0.6451233208585108,0.30955233274946775,10,11,0.5756078217574394,0.750592599571701
MMP1042,formate_vs_phosphate,-0.49859725570228547,-0.3819561268144352,-0.11664112888785028,12,12,0.581669334837039,0.7569828469336316
MMP1133,formate_vs_phosphate,-0.4371635729313517,-0.21210446236738423,-0.2250591105639675,12,8,0.5849204829833441,0.7586735010401003
MMP1252,formate_vs_phosphate,-0.04857599337348231,-0.3012198767486115,0.2526438833751292,12,12,0.5859778941880242,0.7586735010401003
MMP0677,formate_vs_phosphate,-0.514953326911186,-0.8246127307575124,0.3096594038463264,4,6,0.5864592707426542,0.7586735010401003
MMP0039,formate_vs_phosphate,0.5710615487881469,0.9761888825123712,-0.4051273337242244,11,3,0.5921833892113116,0.7645615242886638
MMP1686,formate_vs_phosphate,-0.10790089954769834,-0.2878665718961736,0.17996567234847527,12,10,0.5936850914045579,0.764985532797968
MMP1328,formate_vs_phosphate,0.2719224631545294,0.734849264398363,-0.46292680124383356,12,3,0.599628669979331,0.7709086667289436
MMP0569,formate_vs_phosphate,0.5289031418686171,0.7246302159785893,-0.19572707410997225,12,7,0.601562004940029,0.7709086667289436
MMP1680,formate_vs_phosphate,1.0426233817624067,0.6578171812410041,0.3848062005214026,6,8,0.6036463048131481,0.7709086667289436
MMP1401,formate_vs_phosphate,0.6945339334401356,0.5566476107916467,0.13788632264848888,10,12,0.6037519807537772,0.7709086667289436
MMP0057,formate_vs_phosphate,-0.8048632895226179,-0.6175414837746219,-0.18732180574799595,12,12,0.604193755672531,0.7709086667289436
MMP0568,formate_vs_phosphate,0.16259238260900205,0.3150313657920701,-0.15243898318306803,10,10,0.6058876098928184,0.771560003222886
MMP1569,formate_vs_phosphate,0.7091584712155398,0.29642493563872674,0.412733535576813,9,6,0.6080269449738733,0.7724471424338873
MMP0668,formate_vs_phosphate,0.24533551186000127,0.029635799026529724,0.21569971283347156,6,6,0.6089537288512548,0.7724471424338873
MMP1272,formate_vs_phosphate,-1.2928597468592637,-1.1271851684926395,-0.16567457836662425,10,11,0.6127693473898125,0.7755105642233404
MMP0825,formate_vs_phosphate,1.3053526867075576,1.176155262839021,0.1291974238685365,12,12,0.6140298901748229,0.7755105642233404
MMP1337,formate_vs_phosphate,-0.5905788993604517,-0.2961903217275699,-0.2943885776328818,6,3,0.6149370578274034,0.7755105642233404
MMP1702,formate_vs_phosphate,-0.032327912757092424,0.24169604592432575,-0.27402395868141816,9,7,0.6216790144827563,0.7811885289863939
MMP1391,formate_vs_phosphate,-0.11803017112711141,-0.044725198538831216,-0.0733049725882802,12,12,0.6218356542084945,0.7811885289863939
MMP1640,formate_vs_phosphate,-0.6003062796248584,-0.49740662737342395,-0.10289965225143444,12,12,0.62328581779107,0.7815045253841878
MMP1544,formate_vs_phosphate,-0.41341944505818073,-0.5152385706610827,0.10181912560290196,12,12,0.6276708885090851,0.7854921675775882
