category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description
Process	GO:0008152	162	651	406327	guaAB,pyrG,ABR53955.1,ABR53969.1,nifH,ABR53981.1,sucD,ABR54075.1,ABR54082.1,iscS,ABR54089.1,ABR54123.1,trmY,eIF5A,cca,hisG,hisD,ABR54203.1,rsmA,ABR54223.1,ABR54235.1,carB,ABR54255.1,tmk,ABR54285.1,ABR54286.1,ABR54293.1,ABR54298.1,ilvE,argD,ABR54338.1,endA,purF,leuC,MMP1154,MMP1155,ABR54389.1,hisC,bioB,nadA,ABR54470.1,purM,gatE,dnaG,ABR54514.1,purO,ABR54532.1,rpl18e,rpoH,nusA,purP,asd,ef1b,rpl32e,rpl30,ABR54642.1,purA,spt5,guaAA,leuC-2,nadK,pyrE,ABR54719.1,ABR54720.1,ABR54722.1,ABR54747.1,pgk,ABR54773.1,ABR54774.1,ABR54775.1,ABR54776.1,ABR54777.1,mtrE,mtrD,mtrC,mtrB,mtrA,mtrA-2,mtrG,mtrH,bioD,bioF,bioW,ABR54795.1,rps15,carA,trpS,rps8e,pyrB,ABR54896.1,ABR54907.1,ABR54912.1,rps27e,hisF,ABR54928.1,tfb,argG,ABR54988.1,pelA,ABR54998.1,ABR54999.1,hemA,ABR55001.1,ABR55004.1,rpl21e,pus10,ABR55008.1,argC,cofC,purT,MMP0126,hmd,ilvE-2,guaB,ABR55040.1,leuD,ABR55046.1,hpt,MMP0153,ABR55075.1,purQ,purL,ribK,thiC,polC,polB,ABR55116.1,ABR55138.1,mptD,rpl12,ABR55177.1,purE,ABR55199.1,ABR55213.1,ABR55214.1,ilvD,mtd,hacB,pyrH,purD,ABR55285.1,prs,ABR55302.1,pyrD,ABR55321.1,ABR55323.1,dapA,ABR55368.1,eif1a,tiaS,apt2,ilvC,ABR55434.1,ABR55435.1,proS,ABR55555.1,ABR55556.1,ABR55583.1,ABR55585.1,MMP0540,ABR55587.1,ABR55591.1	guaAB,pyrG,ABR53955.1,ABR53969.1,nifH,ABR53981.1,sucD,ABR54075.1,ABR54082.1,iscS,ABR54089.1,ABR54123.1,trmY,eIF5A,cca,hisG,hisD,ABR54203.1,rsmA,ABR54223.1,ABR54235.1,carB,ABR54255.1,tmk,ABR54285.1,ABR54286.1,ABR54293.1,ABR54298.1,ilvE,argD,ABR54338.1,endA,purF,leuC,ABR54381.1,ABR54382.1,ABR54389.1,hisC,bioB,nadA,ABR54470.1,purM,gatE,dnaG,ABR54514.1,purO,ABR54532.1,rpl18e,rpoH,nusA,purP,asd,ef1b,rpl32e,rpl30,ABR54642.1,purA,spt5,guaAA,leuC-2,nadK,pyrE,ABR54719.1,ABR54720.1,ABR54722.1,ABR54747.1,pgk,ABR54773.1,ABR54774.1,ABR54775.1,ABR54776.1,ABR54777.1,mtrE,mtrD,mtrC,mtrB,mtrA,mtrA-2,mtrG,mtrH,bioD,bioF,bioW,ABR54795.1,rps15,carA,trpS,rps8e,pyrB,ABR54896.1,ABR54907.1,ABR54912.1,rps27e,hisF,ABR54928.1,tfb,argG,ABR54988.1,pelA,ABR54998.1,ABR54999.1,hemA,ABR55001.1,ABR55004.1,rpl21e,pus10,ABR55008.1,argC,cofC,purT,ABR55031.1,hmd,ilvE-2,guaB,ABR55040.1,leuD,ABR55046.1,hpt,ABR55056.1,ABR55075.1,purQ,purL,ribK,thiC,polC,polB,ABR55116.1,ABR55138.1,mptD,rpl12,ABR55177.1,purE,ABR55199.1,ABR55213.1,ABR55214.1,ilvD,mtd,hacB,pyrH,purD,ABR55285.1,prs,ABR55302.1,pyrD,ABR55321.1,ABR55323.1,dapA,ABR55368.1,eif1a,tiaS,apt2,ilvC,ABR55434.1,ABR55435.1,proS,ABR55555.1,ABR55556.1,ABR55583.1,ABR55585.1,purC,ABR55587.1,ABR55591.1	5.84e-06	0.00017	Metabolic process
Process	GO:0009168	17	19	406327	guaAB,ABR54203.1,purF,purM,purO,purP,purA,guaAA,purT,guaB,hpt,purQ,purL,purE,purD,apt2,MMP0540	guaAB,ABR54203.1,purF,purM,purO,purP,purA,guaAA,purT,guaB,hpt,purQ,purL,purE,purD,apt2,purC	6.11e-06	0.00017	Purine ribonucleoside monophosphate biosynthetic process
Process	GO:0071704	153	605	406327	guaAB,pyrG,ABR53955.1,ABR53969.1,ABR53981.1,ABR54075.1,ABR54082.1,iscS,ABR54089.1,ABR54123.1,trmY,eIF5A,cca,hisG,hisD,ABR54203.1,rsmA,ABR54235.1,carB,ABR54255.1,tmk,ABR54285.1,ABR54286.1,ABR54293.1,ilvE,argD,endA,purF,leuC,MMP1154,MMP1155,hisC,bioB,nadA,ABR54470.1,purM,gatE,dnaG,ABR54514.1,purO,ABR54532.1,rpl18e,rpoH,nusA,purP,asd,ef1b,rpl32e,rpl30,ABR54642.1,purA,spt5,guaAA,leuC-2,nadK,pyrE,ABR54719.1,ABR54720.1,ABR54722.1,ABR54747.1,pgk,ABR54773.1,ABR54774.1,ABR54775.1,ABR54776.1,ABR54777.1,mtrE,mtrD,mtrC,mtrB,mtrA,mtrA-2,mtrG,mtrH,bioD,bioF,bioW,ABR54795.1,rps15,carA,trpS,rps8e,pyrB,ABR54896.1,ABR54907.1,ABR54912.1,rps27e,hisF,ABR54928.1,tfb,argG,ABR54988.1,pelA,ABR54998.1,ABR54999.1,hemA,ABR55001.1,ABR55004.1,rpl21e,pus10,argC,cofC,purT,MMP0126,hmd,ilvE-2,guaB,ABR55040.1,leuD,ABR55046.1,hpt,MMP0153,purQ,purL,ribK,thiC,polC,polB,ABR55116.1,ABR55138.1,mptD,rpl12,ABR55177.1,purE,ABR55199.1,ABR55213.1,ABR55214.1,ilvD,mtd,hacB,pyrH,purD,ABR55285.1,prs,pyrD,ABR55321.1,ABR55323.1,dapA,ABR55368.1,eif1a,tiaS,apt2,ilvC,ABR55434.1,ABR55435.1,proS,ABR55555.1,ABR55556.1,ABR55583.1,ABR55585.1,MMP0540,ABR55587.1,ABR55591.1	guaAB,pyrG,ABR53955.1,ABR53969.1,ABR53981.1,ABR54075.1,ABR54082.1,iscS,ABR54089.1,ABR54123.1,trmY,eIF5A,cca,hisG,hisD,ABR54203.1,rsmA,ABR54235.1,carB,ABR54255.1,tmk,ABR54285.1,ABR54286.1,ABR54293.1,ilvE,argD,endA,purF,leuC,ABR54381.1,ABR54382.1,hisC,bioB,nadA,ABR54470.1,purM,gatE,dnaG,ABR54514.1,purO,ABR54532.1,rpl18e,rpoH,nusA,purP,asd,ef1b,rpl32e,rpl30,ABR54642.1,purA,spt5,guaAA,leuC-2,nadK,pyrE,ABR54719.1,ABR54720.1,ABR54722.1,ABR54747.1,pgk,ABR54773.1,ABR54774.1,ABR54775.1,ABR54776.1,ABR54777.1,mtrE,mtrD,mtrC,mtrB,mtrA,mtrA-2,mtrG,mtrH,bioD,bioF,bioW,ABR54795.1,rps15,carA,trpS,rps8e,pyrB,ABR54896.1,ABR54907.1,ABR54912.1,rps27e,hisF,ABR54928.1,tfb,argG,ABR54988.1,pelA,ABR54998.1,ABR54999.1,hemA,ABR55001.1,ABR55004.1,rpl21e,pus10,argC,cofC,purT,ABR55031.1,hmd,ilvE-2,guaB,ABR55040.1,leuD,ABR55046.1,hpt,ABR55056.1,purQ,purL,ribK,thiC,polC,polB,ABR55116.1,ABR55138.1,mptD,rpl12,ABR55177.1,purE,ABR55199.1,ABR55213.1,ABR55214.1,ilvD,mtd,hacB,pyrH,purD,ABR55285.1,prs,pyrD,ABR55321.1,ABR55323.1,dapA,ABR55368.1,eif1a,tiaS,apt2,ilvC,ABR55434.1,ABR55435.1,proS,ABR55555.1,ABR55556.1,ABR55583.1,ABR55585.1,purC,ABR55587.1,ABR55591.1	6.33e-06	0.00017	Organic substance metabolic process
Process	GO:0019752	54	148	406327	pyrG,ABR53955.1,ABR53969.1,ABR54082.1,iscS,ABR54089.1,hisG,hisD,carB,ABR54255.1,ABR54293.1,ilvE,argD,purF,leuC,hisC,bioB,nadA,ABR54514.1,asd,guaAA,leuC-2,nadK,ABR54722.1,ABR54747.1,pgk,bioD,bioF,bioW,carA,trpS,pyrB,ABR54907.1,hisF,ABR54928.1,argG,argC,cofC,MMP0126,ilvE-2,ABR55040.1,leuD,MMP0153,purQ,ilvD,hacB,ABR55285.1,dapA,ilvC,ABR55434.1,ABR55435.1,proS,ABR55585.1,ABR55587.1	pyrG,ABR53955.1,ABR53969.1,ABR54082.1,iscS,ABR54089.1,hisG,hisD,carB,ABR54255.1,ABR54293.1,ilvE,argD,purF,leuC,hisC,bioB,nadA,ABR54514.1,asd,guaAA,leuC-2,nadK,ABR54722.1,ABR54747.1,pgk,bioD,bioF,bioW,carA,trpS,pyrB,ABR54907.1,hisF,ABR54928.1,argG,argC,cofC,ABR55031.1,ilvE-2,ABR55040.1,leuD,ABR55056.1,purQ,ilvD,hacB,ABR55285.1,dapA,ilvC,ABR55434.1,ABR55435.1,proS,ABR55585.1,ABR55587.1	1.07e-05	0.00024	Carboxylic acid metabolic process
Process	GO:0019693	31	64	406327	guaAB,pyrG,ABR54203.1,carB,purF,purM,purO,purP,purA,guaAA,pyrE,ABR54722.1,pgk,carA,pyrB,ABR54999.1,purT,guaB,hpt,purQ,purL,ribK,purE,pyrH,purD,prs,pyrD,ABR55323.1,ABR55368.1,apt2,MMP0540	guaAB,pyrG,ABR54203.1,carB,purF,purM,purO,purP,purA,guaAA,pyrE,ABR54722.1,pgk,carA,pyrB,ABR54999.1,purT,guaB,hpt,purQ,purL,ribK,purE,pyrH,purD,prs,pyrD,ABR55323.1,ABR55368.1,apt2,purC	1.61e-05	0.00034	Ribose phosphate metabolic process
Process	GO:1901605	33	71	406327	pyrG,ABR53955.1,ABR54082.1,ABR54089.1,carB,ABR54255.1,ABR54293.1,ilvE,argD,purF,leuC,asd,guaAA,leuC-2,nadK,ABR54747.1,carA,ABR54907.1,ABR54928.1,argG,argC,ilvE-2,ABR55040.1,leuD,purQ,ilvD,ABR55285.1,dapA,ilvC,ABR55434.1,ABR55435.1,ABR55585.1,ABR55587.1	pyrG,ABR53955.1,ABR54082.1,ABR54089.1,carB,ABR54255.1,ABR54293.1,ilvE,argD,purF,leuC,asd,guaAA,leuC-2,nadK,ABR54747.1,carA,ABR54907.1,ABR54928.1,argG,argC,ilvE-2,ABR55040.1,leuD,purQ,ilvD,ABR55285.1,dapA,ilvC,ABR55434.1,ABR55435.1,ABR55585.1,ABR55587.1	1.65e-05	0.00034	Alpha-amino acid metabolic process
Process	GO:0009987	168	696	406327	guaAB,pyrG,ABR53955.1,ABR53969.1,ABR53981.1,ABR54058.1,sucD,ABR54082.1,iscS,ABR54089.1,ABR54123.1,trmY,eIF5A,cca,hisG,hisD,ABR54203.1,rsmA,ABR54235.1,carB,ABR54255.1,tmk,ABR54285.1,ABR54286.1,ABR54293.1,ABR54298.1,ilvE,argD,ABR54338.1,endA,purF,leuC,MMP1154,MMP1155,ABR54383.1,ABR54386.1,ABR54389.1,ABR54399.1,hisC,bioB,nadA,ABR54470.1,purM,gatE,dnaG,ABR54514.1,purO,ABR54532.1,rpl18e,rpoH,nusA,purP,asd,ef1b,rpl32e,rpl30,ABR54642.1,purA,spt5,guaAA,leuC-2,nadK,pyrE,ABR54719.1,ABR54720.1,ABR54722.1,ABR54734.1,ABR54747.1,pgk,ABR54773.1,ABR54774.1,ABR54775.1,ABR54776.1,ABR54777.1,mtrE,mtrD,mtrC,mtrB,mtrA,mtrA-2,mtrG,mtrH,bioD,bioF,bioW,ABR54795.1,rps15,carA,trpS,rps8e,pyrB,ABR54876.1,ABR54896.1,ABR54907.1,ABR54912.1,rps27e,hisF,ABR54928.1,tfb,argG,pelA,ABR54998.1,ABR54999.1,hemA,ABR55001.1,ABR55004.1,rpl21e,pus10,argC,cofC,purT,MMP0126,hmd,ilvE-2,guaB,ABR55040.1,leuD,ABR55046.1,hpt,MMP0153,purQ,purL,ribK,thiC,polC,polB,ABR55116.1,ABR55119.1,ABR55138.1,mptD,pfdB,ABR55160.1,rpl12,ABR55177.1,purE,nac,ABR55199.1,ABR55213.1,ABR55214.1,ilvD,mtd,hacB,pyrH,purD,ABR55285.1,prs,ABR55302.1,pyrD,ABR55321.1,ABR55323.1,dapA,ABR55368.1,eif1a,tiaS,ABR55405.1,apt2,ilvC,ABR55434.1,ABR55435.1,ABR55463.1,proS,ABR55555.1,ABR55556.1,ABR55583.1,ABR55585.1,MMP0540,ABR55587.1,ABR55591.1	guaAB,pyrG,ABR53955.1,ABR53969.1,ABR53981.1,ABR54058.1,sucD,ABR54082.1,iscS,ABR54089.1,ABR54123.1,trmY,eIF5A,cca,hisG,hisD,ABR54203.1,rsmA,ABR54235.1,carB,ABR54255.1,tmk,ABR54285.1,ABR54286.1,ABR54293.1,ABR54298.1,ilvE,argD,ABR54338.1,endA,purF,leuC,ABR54381.1,ABR54382.1,ABR54383.1,ABR54386.1,ABR54389.1,ABR54399.1,hisC,bioB,nadA,ABR54470.1,purM,gatE,dnaG,ABR54514.1,purO,ABR54532.1,rpl18e,rpoH,nusA,purP,asd,ef1b,rpl32e,rpl30,ABR54642.1,purA,spt5,guaAA,leuC-2,nadK,pyrE,ABR54719.1,ABR54720.1,ABR54722.1,ABR54734.1,ABR54747.1,pgk,ABR54773.1,ABR54774.1,ABR54775.1,ABR54776.1,ABR54777.1,mtrE,mtrD,mtrC,mtrB,mtrA,mtrA-2,mtrG,mtrH,bioD,bioF,bioW,ABR54795.1,rps15,carA,trpS,rps8e,pyrB,ABR54876.1,ABR54896.1,ABR54907.1,ABR54912.1,rps27e,hisF,ABR54928.1,tfb,argG,pelA,ABR54998.1,ABR54999.1,hemA,ABR55001.1,ABR55004.1,rpl21e,pus10,argC,cofC,purT,ABR55031.1,hmd,ilvE-2,guaB,ABR55040.1,leuD,ABR55046.1,hpt,ABR55056.1,purQ,purL,ribK,thiC,polC,polB,ABR55116.1,ABR55119.1,ABR55138.1,mptD,pfdB,ABR55160.1,rpl12,ABR55177.1,purE,nac,ABR55199.1,ABR55213.1,ABR55214.1,ilvD,mtd,hacB,pyrH,purD,ABR55285.1,prs,ABR55302.1,pyrD,ABR55321.1,ABR55323.1,dapA,ABR55368.1,eif1a,tiaS,ABR55405.1,apt2,ilvC,ABR55434.1,ABR55435.1,ABR55463.1,proS,ABR55555.1,ABR55556.1,ABR55583.1,ABR55585.1,purC,ABR55587.1,ABR55591.1	1.88e-05	0.00038	Cellular process
Process	GO:0009259	30	63	406327	guaAB,pyrG,ABR54203.1,carB,purF,purM,purO,purP,purA,guaAA,pyrE,ABR54722.1,pgk,carA,pyrB,ABR54999.1,purT,guaB,hpt,purQ,purL,ribK,purE,pyrH,purD,pyrD,ABR55323.1,ABR55368.1,apt2,MMP0540	guaAB,pyrG,ABR54203.1,carB,purF,purM,purO,purP,purA,guaAA,pyrE,ABR54722.1,pgk,carA,pyrB,ABR54999.1,purT,guaB,hpt,purQ,purL,ribK,purE,pyrH,purD,pyrD,ABR55323.1,ABR55368.1,apt2,purC	2.88e-05	0.00057	Ribonucleotide metabolic process
Process	GO:0009117	35	81	406327	guaAB,pyrG,ABR54203.1,carB,tmk,purF,nadA,purM,purO,purP,purA,guaAA,nadK,pyrE,ABR54722.1,pgk,ABR54795.1,carA,pyrB,ABR54999.1,purT,guaB,hpt,purQ,purL,ribK,purE,pyrH,purD,prs,pyrD,ABR55323.1,ABR55368.1,apt2,MMP0540	guaAB,pyrG,ABR54203.1,carB,tmk,purF,nadA,purM,purO,purP,purA,guaAA,nadK,pyrE,ABR54722.1,pgk,ABR54795.1,carA,pyrB,ABR54999.1,purT,guaB,hpt,purQ,purL,ribK,purE,pyrH,purD,prs,pyrD,ABR55323.1,ABR55368.1,apt2,purC	3.09e-05	0.0006	Nucleotide metabolic process
Process	GO:1901607	27	54	406327	ABR53955.1,ABR54082.1,ABR54089.1,carB,ABR54255.1,ABR54293.1,ilvE,argD,leuC,asd,leuC-2,ABR54747.1,carA,ABR54907.1,argG,argC,ilvE-2,ABR55040.1,leuD,ilvD,ABR55285.1,dapA,ilvC,ABR55434.1,ABR55435.1,ABR55585.1,ABR55587.1	ABR53955.1,ABR54082.1,ABR54089.1,carB,ABR54255.1,ABR54293.1,ilvE,argD,leuC,asd,leuC-2,ABR54747.1,carA,ABR54907.1,argG,argC,ilvE-2,ABR55040.1,leuD,ilvD,ABR55285.1,dapA,ilvC,ABR55434.1,ABR55435.1,ABR55585.1,ABR55587.1	3.83e-05	0.00071	Alpha-amino acid biosynthetic process
Process	GO:0018130	54	159	406327	guaAB,pyrG,ABR53969.1,ABR54203.1,carB,tmk,purF,bioB,nadA,purM,dnaG,purO,rpoH,nusA,purP,purA,guaAA,nadK,pyrE,ABR54722.1,bioD,bioF,bioW,ABR54795.1,carA,pyrB,tfb,ABR54998.1,hemA,ABR55001.1,ABR55004.1,purT,MMP0126,guaB,hpt,purQ,purL,ribK,thiC,polC,polB,mptD,purE,ABR55199.1,pyrH,purD,prs,pyrD,ABR55321.1,ABR55323.1,ABR55368.1,apt2,MMP0540,ABR55591.1	guaAB,pyrG,ABR53969.1,ABR54203.1,carB,tmk,purF,bioB,nadA,purM,dnaG,purO,rpoH,nusA,purP,purA,guaAA,nadK,pyrE,ABR54722.1,bioD,bioF,bioW,ABR54795.1,carA,pyrB,tfb,ABR54998.1,hemA,ABR55001.1,ABR55004.1,purT,ABR55031.1,guaB,hpt,purQ,purL,ribK,thiC,polC,polB,mptD,purE,ABR55199.1,pyrH,purD,prs,pyrD,ABR55321.1,ABR55323.1,ABR55368.1,apt2,purC,ABR55591.1	5.71e-05	0.001	Heterocycle biosynthetic process
Process	GO:0009082	13	14	406327	ABR53955.1,ABR54293.1,ilvE,leuC,asd,leuC-2,ilvE-2,leuD,ilvD,ilvC,ABR55434.1,ABR55435.1,ABR55585.1	ABR53955.1,ABR54293.1,ilvE,leuC,asd,leuC-2,ilvE-2,leuD,ilvD,ilvC,ABR55434.1,ABR55435.1,ABR55585.1	6.2e-05	0.0011	Branched-chain amino acid biosynthetic process
Process	GO:0090407	36	89	406327	guaAB,pyrG,ABR54203.1,carB,tmk,purF,nadA,purM,purO,purP,purA,guaAA,nadK,pyrE,ABR54722.1,ABR54795.1,carA,pyrB,purT,guaB,hpt,purQ,purL,ribK,thiC,mptD,purE,pyrH,purD,prs,pyrD,ABR55323.1,ABR55368.1,apt2,MMP0540,ABR55591.1	guaAB,pyrG,ABR54203.1,carB,tmk,purF,nadA,purM,purO,purP,purA,guaAA,nadK,pyrE,ABR54722.1,ABR54795.1,carA,pyrB,purT,guaB,hpt,purQ,purL,ribK,thiC,mptD,purE,pyrH,purD,prs,pyrD,ABR55323.1,ABR55368.1,apt2,purC,ABR55591.1	7.2e-05	0.0012	Organophosphate biosynthetic process
Process	GO:1901135	33	80	406327	guaAB,pyrG,ABR54203.1,carB,tmk,purF,purM,purO,purP,purA,guaAA,pyrE,ABR54722.1,pgk,carA,pyrB,ABR54999.1,cofC,purT,guaB,hpt,purQ,purL,ribK,purE,pyrH,purD,prs,pyrD,ABR55323.1,ABR55368.1,apt2,MMP0540	guaAB,pyrG,ABR54203.1,carB,tmk,purF,purM,purO,purP,purA,guaAA,pyrE,ABR54722.1,pgk,carA,pyrB,ABR54999.1,cofC,purT,guaB,hpt,purQ,purL,ribK,purE,pyrH,purD,prs,pyrD,ABR55323.1,ABR55368.1,apt2,purC	0.00011	0.0018	Carbohydrate derivative metabolic process
Process	GO:0008652	31	73	406327	ABR53955.1,ABR54082.1,ABR54089.1,hisG,hisD,carB,ABR54255.1,ABR54293.1,ilvE,argD,leuC,hisC,asd,leuC-2,ABR54747.1,carA,ABR54907.1,hisF,argG,argC,ilvE-2,ABR55040.1,leuD,ilvD,ABR55285.1,dapA,ilvC,ABR55434.1,ABR55435.1,ABR55585.1,ABR55587.1	ABR53955.1,ABR54082.1,ABR54089.1,hisG,hisD,carB,ABR54255.1,ABR54293.1,ilvE,argD,leuC,hisC,asd,leuC-2,ABR54747.1,carA,ABR54907.1,hisF,argG,argC,ilvE-2,ABR55040.1,leuD,ilvD,ABR55285.1,dapA,ilvC,ABR55434.1,ABR55435.1,ABR55585.1,ABR55587.1	0.00012	0.0019	Cellular amino acid biosynthetic process
Process	GO:1901362	55	169	406327	guaAB,pyrG,ABR53969.1,ABR54203.1,carB,tmk,purF,bioB,nadA,purM,dnaG,purO,rpoH,nusA,purP,purA,guaAA,nadK,pyrE,ABR54722.1,ABR54747.1,bioD,bioF,bioW,ABR54795.1,carA,pyrB,tfb,ABR54998.1,hemA,ABR55001.1,ABR55004.1,purT,MMP0126,guaB,hpt,purQ,purL,ribK,thiC,polC,polB,mptD,purE,ABR55199.1,pyrH,purD,prs,pyrD,ABR55321.1,ABR55323.1,ABR55368.1,apt2,MMP0540,ABR55591.1	guaAB,pyrG,ABR53969.1,ABR54203.1,carB,tmk,purF,bioB,nadA,purM,dnaG,purO,rpoH,nusA,purP,purA,guaAA,nadK,pyrE,ABR54722.1,ABR54747.1,bioD,bioF,bioW,ABR54795.1,carA,pyrB,tfb,ABR54998.1,hemA,ABR55001.1,ABR55004.1,purT,ABR55031.1,guaB,hpt,purQ,purL,ribK,thiC,polC,polB,mptD,purE,ABR55199.1,pyrH,purD,prs,pyrD,ABR55321.1,ABR55323.1,ABR55368.1,apt2,purC,ABR55591.1	0.00013	0.002	Organic cyclic compound biosynthetic process
Process	GO:0006520	41	113	406327	pyrG,ABR53955.1,ABR54082.1,iscS,ABR54089.1,hisG,hisD,carB,ABR54255.1,ABR54293.1,ilvE,argD,purF,leuC,hisC,asd,guaAA,leuC-2,nadK,ABR54747.1,carA,trpS,pyrB,ABR54907.1,hisF,ABR54928.1,argG,argC,ilvE-2,ABR55040.1,leuD,purQ,ilvD,ABR55285.1,dapA,ilvC,ABR55434.1,ABR55435.1,proS,ABR55585.1,ABR55587.1	pyrG,ABR53955.1,ABR54082.1,iscS,ABR54089.1,hisG,hisD,carB,ABR54255.1,ABR54293.1,ilvE,argD,purF,leuC,hisC,asd,guaAA,leuC-2,nadK,ABR54747.1,carA,trpS,pyrB,ABR54907.1,hisF,ABR54928.1,argG,argC,ilvE-2,ABR55040.1,leuD,purQ,ilvD,ABR55285.1,dapA,ilvC,ABR55434.1,ABR55435.1,proS,ABR55585.1,ABR55587.1	0.00016	0.0025	Cellular amino acid metabolic process
Process	GO:0006188	12	14	406327	ABR54203.1,purF,purM,purO,purP,purT,hpt,purQ,purL,purE,purD,MMP0540	ABR54203.1,purF,purM,purO,purP,purT,hpt,purQ,purL,purE,purD,purC	0.0002	0.0029	IMP biosynthetic process
Process	GO:0009152	19	34	406327	guaAB,ABR54203.1,purF,purM,purO,purP,purA,guaAA,ABR54722.1,purT,guaB,hpt,purQ,purL,purE,purD,ABR55323.1,apt2,MMP0540	guaAB,ABR54203.1,purF,purM,purO,purP,purA,guaAA,ABR54722.1,purT,guaB,hpt,purQ,purL,purE,purD,ABR55323.1,apt2,purC	0.00019	0.0029	Purine ribonucleotide biosynthetic process
Process	GO:0044283	45	132	406327	ABR53955.1,ABR53969.1,ABR54082.1,ABR54089.1,hisG,hisD,carB,ABR54255.1,ABR54293.1,ilvE,argD,leuC,hisC,bioB,nadA,asd,leuC-2,ABR54747.1,bioD,bioF,bioW,carA,ABR54907.1,hisF,argG,argC,MMP0126,ilvE-2,ABR55040.1,leuD,hpt,ribK,thiC,ABR55199.1,ilvD,hacB,ABR55285.1,dapA,apt2,ilvC,ABR55434.1,ABR55435.1,ABR55585.1,MMP0540,ABR55587.1	ABR53955.1,ABR53969.1,ABR54082.1,ABR54089.1,hisG,hisD,carB,ABR54255.1,ABR54293.1,ilvE,argD,leuC,hisC,bioB,nadA,asd,leuC-2,ABR54747.1,bioD,bioF,bioW,carA,ABR54907.1,hisF,argG,argC,ABR55031.1,ilvE-2,ABR55040.1,leuD,hpt,ribK,thiC,ABR55199.1,ilvD,hacB,ABR55285.1,dapA,apt2,ilvC,ABR55434.1,ABR55435.1,ABR55585.1,purC,ABR55587.1	0.00024	0.0034	Small molecule biosynthetic process
Process	GO:0019438	48	145	406327	guaAB,pyrG,ABR54203.1,carB,tmk,purF,nadA,purM,dnaG,purO,rpoH,nusA,purP,purA,guaAA,nadK,pyrE,ABR54722.1,ABR54747.1,ABR54795.1,carA,pyrB,tfb,ABR54998.1,hemA,ABR55001.1,ABR55004.1,purT,guaB,hpt,purQ,purL,ribK,thiC,polC,polB,mptD,purE,ABR55199.1,pyrH,purD,prs,pyrD,ABR55321.1,ABR55323.1,ABR55368.1,apt2,MMP0540	guaAB,pyrG,ABR54203.1,carB,tmk,purF,nadA,purM,dnaG,purO,rpoH,nusA,purP,purA,guaAA,nadK,pyrE,ABR54722.1,ABR54747.1,ABR54795.1,carA,pyrB,tfb,ABR54998.1,hemA,ABR55001.1,ABR55004.1,purT,guaB,hpt,purQ,purL,ribK,thiC,polC,polB,mptD,purE,ABR55199.1,pyrH,purD,prs,pyrD,ABR55321.1,ABR55323.1,ABR55368.1,apt2,purC	0.00026	0.0036	Aromatic compound biosynthetic process
Process	GO:0019386	12	15	406327	ABR54470.1,mtrE,mtrD,mtrC,mtrB,mtrA,mtrA-2,mtrG,mtrH,hmd,mtd,ABR55555.1	ABR54470.1,mtrE,mtrD,mtrC,mtrB,mtrA,mtrA-2,mtrG,mtrH,hmd,mtd,ABR55555.1	0.00031	0.0042	Methanogenesis, from carbon dioxide
Process	GO:0044272	22	46	406327	ABR53969.1,ABR54082.1,ABR54089.1,ABR54123.1,bioB,ABR54532.1,asd,ABR54719.1,ABR54720.1,ABR54722.1,bioD,bioF,bioW,MMP0126,ABR55046.1,thiC,ABR55116.1,ABR55199.1,ABR55213.1,ABR55214.1,ABR55285.1,ABR55435.1	ABR53969.1,ABR54082.1,ABR54089.1,ABR54123.1,bioB,ABR54532.1,asd,ABR54719.1,ABR54720.1,ABR54722.1,bioD,bioF,bioW,ABR55031.1,ABR55046.1,thiC,ABR55116.1,ABR55199.1,ABR55213.1,ABR55214.1,ABR55285.1,ABR55435.1	0.00034	0.0044	Sulfur compound biosynthetic process
