Gene names (ordered locus ),growth_rate,mean_formate,mean_phosphate,log2FC_within_growth_rate,n_formate,n_phosphate,p_value_within_growth_rate,fdr_within_growth_rate
MMP0373,f,0.13984775213004605,-0.6418304599581336,0.7816782120881797,3,3,0.2869898435931966,0.6271019607183168
MMP0382,f,-1.1706557117814869,-2.1474261097102163,0.9767703979287294,1,2,,
MMP0383,f,0.5341941207357747,0.5790354483546619,-0.04484132761888726,3,3,0.7388421370660779,0.8908158909716727
MMP0385,f,0.6375568413573607,0.4323003465119086,0.2052564948454521,2,3,0.7368237344648161,0.8904436641222746
MMP0386,f,0.9386698961163781,0.4197726191090498,0.5188972770073284,3,3,0.4573776715096985,0.7223626162686917
MMP0387,f,-1.6091535595282123,0.01128887793040212,-1.6204424374586144,2,3,0.6072365887474231,0.8163958582048689
MMP0388,f,-0.34376884742133657,0.9039795132572831,-1.2477483606786197,3,3,0.1041323730396941,0.4648811461820055
MMP0391,f,-0.5720158517638269,-0.7625892806448142,0.19057342888098738,3,3,0.4121261318960816,0.6974442232087534
MMP0392,f,-0.8878410525251968,-0.3549448619769424,-0.5328961905482544,3,2,0.3579065864077552,0.6833114425965802
MMP0393,f,0.11898843306533889,-0.6474261113603739,0.7664145444257128,2,2,0.593405100622244,0.8134216902633675
MMP0396,f,-0.76705912743116,-0.5170319555681022,-0.2500271718630578,3,3,0.16720078292883328,0.5203645402292327
MMP0397,f,-0.8916273065112218,-0.16023551314547899,-0.7313917933657428,3,3,0.3029649404526856,0.642408142203149
MMP0402,f,0.025737561413608275,0.45288808019236537,-0.4271505187787571,1,2,,
MMP0407,f,0.4245896339355985,0.5902774096818131,-0.16568777574621457,3,3,0.7488838263429713,0.8929838937136542
MMP0413,f,0.19413425523053915,0.12260476829981432,0.07152948693072483,3,3,0.6885072715326628,0.8601193639137488
MMP0414,f,-0.9073763698133108,-0.7863815200445977,-0.12099484976871311,3,3,0.8217616911088366,0.9280511235072008
MMP0419,f,0.42427491684151364,-0.6859771042506756,1.1102520210921893,1,1,,
MMP0420,f,-0.0358517447839961,-0.5987361208542441,0.562884376070248,3,3,0.41125296205621,0.6971854067783035
MMP0422,f,-0.605157369293377,0.8222753473276422,-1.4274327166210192,3,3,0.018931458250740846,0.32822614781107856
MMP0427,f,-0.11565947019198787,0.5630728212857551,-0.6787322914777429,3,3,0.3039493069514899,0.642408142203149
MMP0429,f,-0.16644420217716524,-0.03937881931481139,-0.12706538286235386,3,3,0.8959830290386459,0.954874381476442
MMP0431,f,-1.7958592832197748,0.9760873802967908,-2.7719466635165655,1,1,,
MMP0432,f,-2.3291596641184382,-0.5471119204168523,-1.782047743701586,1,2,,
MMP0433,f,0.5024995587208992,0.3911248792089327,0.11137467951196656,2,1,,
MMP0440,f,-0.47066560429642146,-0.3220444557461815,-0.14862114855023995,2,3,0.842873911511958,0.9370771137082214
MMP0443,f,-0.17242181077080918,-0.015684453448416513,-0.15673735732239266,3,3,0.5170741837067946,0.7595262668105875
MMP0447,f,0.008463476309198713,-0.42935382022185803,0.4378172965310567,2,3,0.03306869732290135,0.3447062970954905
MMP0453,f,-0.22589264216173666,0.8989853972441455,-1.1248780394058822,2,1,,
MMP0457,f,-0.25644553771832385,-0.6595778012833516,0.4031322635650278,3,3,0.5069004362199094,0.7560564137678608
MMP0487,f,-0.03488852120163096,0.002464807787492418,-0.03735332898912338,3,3,0.9161214628736178,0.9656909464591406
MMP0489,f,0.9378996306845373,1.9112041943010525,-0.9733045636165152,3,3,0.17041815970307628,0.5211969718930454
MMP0500,f,0.6120658374733635,-0.5676996538547933,1.1797654913281568,2,3,0.35489621130771776,0.6805787099194448
MMP0516,f,0.03805432026614796,0.3911248792089327,-0.3530705589427847,1,1,,
MMP0526,f,-1.577766999316952,-0.5676996542416256,-1.0100673450753264,1,3,,
MMP0539,f,-0.8297928526077759,-0.285034018098719,-0.5447588345090569,3,3,0.03204771643812519,0.3447062970954905
MMP0540,f,-0.9003960937292256,0.6779555445173381,-1.5783516382465637,3,3,0.022029109921392547,0.32822614781107856
MMP0542,f,0.5746439257450459,1.9991135861838714,-1.4244696604388256,3,3,0.03326922801054378,0.3447062970954905
MMP0545,f,-2.2674882705619748,0.3911248792089327,-2.6586131497709076,2,1,,
MMP0550,f,-0.3160141653367935,1.2373128464270011,-1.5533270117637947,3,3,0.1135592224946315,0.4697663563025782
MMP0553,f,0.0619139396506323,0.960621180374118,-0.8987072407234857,3,3,0.12498990136298685,0.4827308430812019
MMP0559,f,0.12786884545892088,0.6272878466472421,-0.4994190011883213,3,3,0.5675584997536525,0.7939993971330598
MMP0567,f,-0.04313771358112491,-1.096020487496251,1.052882773915126,3,3,0.13937939450444944,0.49874569246135775
MMP0568,f,0.08383500366016726,-0.23436632054159065,0.3182013242017579,3,3,0.4299373421124441,0.7138582284131147
MMP0569,f,0.26018338891928006,0.28392032144257073,-0.023736932523290677,3,2,0.9840139060644876,0.9942854499691274
MMP0572,f,-0.32332339669362,-0.504117805339978,0.18079440864635798,3,3,0.16799501498709235,0.5203645402292327
MMP0576,f,-0.5054916907419669,-0.20118776175092248,-0.3043039289910444,3,3,0.4354261318466225,0.7155564213461237
MMP0577,f,0.23523793553717323,-0.2343663198557955,0.46960425539296874,1,3,,
MMP0584,f,-0.3002516780251792,-0.30849712732632834,0.008245449301149121,3,3,0.9648894322449033,0.9879497059134935
MMP0585,f,0.2853701936622581,-0.09602048637704008,0.38139068003929816,3,3,0.2594457270337479,0.6113614139383639
MMP0591,f,-0.5259152796275909,0.23731284695731825,-0.7632281265849091,3,3,0.32837454186652504,0.659930847591469
MMP0593,f,-0.49908334914648883,-0.23436632035823968,-0.26471702878824915,3,3,0.5339721947064952,0.7691742328510227
MMP0596,f,-0.4153802186694209,-0.28503401770255105,-0.13034620096686983,3,3,0.6244759437419266,0.8246831016946589
MMP0597,f,0.13996701744596005,-0.17772465276956306,0.31769167021552314,3,3,0.3175568737087998,0.6515109717456443
MMP0601,f,-0.1432625802658766,-1.147426111177023,1.0041635309111463,1,2,,
MMP0603,f,0.28264368299588544,-0.45879309186205475,0.7414367748579402,3,2,0.06458301721618673,0.4027699160675014
MMP0608,f,-0.3594742286301595,-0.10101460275585446,-0.25845962587430504,3,1,,
MMP0610,f,-0.05494236030185776,-0.6088751218911723,0.5539327615893146,2,1,,
MMP0618,f,0.7384585089016408,0.3213708773769904,0.4170876315246504,3,2,0.3901726565835063,0.6866212075309207
MMP0620,f,0.03412687543944402,0.03986550265877468,-0.005738627219330661,3,3,0.9815888784927749,0.9942854499691274
MMP0623,f,0.8864780529334321,0.5396097117378522,0.34686834119557985,3,3,0.2668962270746669,0.6123247729637774
MMP0624,f,-1.086526177355322,-0.6088751218911723,-0.47765105546414977,2,1,,
MMP0625,f,-0.7754314725071092,0.22376551814042053,-0.9991969906475298,3,3,0.026310416413362354,0.3383658946939834
MMP0627,f,0.03588754348345419,-0.46039028781084435,0.49627783129429853,3,3,0.26690959239962286,0.6123247729637774
MMP0629,f,0.07582395421902467,0.07067071418264767,0.005153240036377002,3,3,0.9604732360476558,0.9879497059134935
MMP0630,f,0.806207466799632,1.508573243798744,-0.7023657769991121,1,3,,
MMP0633,f,0.8094408314150529,-0.4921968095177425,1.3016376409327952,3,3,0.0920047047360035,0.4648811461820055
MMP0636,f,1.0584539241563455,1.5064311539031052,-0.4479772297467597,3,3,0.5218610565018595,0.7610359225312192
MMP0638,f,0.4996934743875597,2.591753264134931,-2.0920597897473714,3,1,,
MMP0640,f,-0.358327216372305,-0.5170319544089911,0.15870473803668605,3,3,0.48339625330295033,0.7368938160586708
MMP0641,f,-0.25364629138893974,-0.6748945044434193,0.4212482130544795,3,3,0.12857202611317634,0.4842712890177226
MMP0645,f,0.2651870678747525,-0.8549448623235134,1.120131930198266,3,2,0.34857229205615914,0.6805787099194448
MMP0650,f,-0.019753800283903722,-0.21550514361766251,0.1957513433337588,3,3,0.5892592080614607,0.8134216902633675
MMP0651,f,0.38424947891850736,0.14505513806331916,0.2391943408551882,3,2,0.8053736379555072,0.9202658078646728
MMP0654,f,-0.8733771097522082,-0.5710729991786169,-0.3023041105735913,3,3,0.360235401373203,0.6833114425965802
MMP0656,f,0.0698513108650427,0.9760873802967908,-0.9062360694317481,2,1,,
MMP0657,f,-0.03912377243602268,-0.6553777885317822,0.6162540160957595,3,3,0.013872187373338167,0.2998837832957126
MMP0658,f,-0.1391062391134335,0.8026441180166195,-0.941750357130053,3,3,0.08491955803171179,0.4648811461820055
MMP0664,f,0.47404659931930554,-0.408246736583029,0.8822933359023346,1,1,,
MMP0666,f,-0.4598170626832319,0.5570988511987275,-1.0169159138819595,2,3,0.5521351222906359,0.7825282553108865
MMP0667,f,-0.18391870022486026,-0.37479848334955107,0.1908797831246908,3,3,0.5826987439823113,0.8103368918678644
MMP0669,f,-0.14036717334874163,-0.3503407533068059,0.2099735799580643,3,3,0.6012171573104667,0.8158087900471738
MMP0683,f,-0.39362108680586055,1.3140228969098218,-1.7076439837156823,2,1,,
MMP0684,f,-0.586129557706347,-2.675009016963608,2.088879459257261,3,3,0.09226171653177097,0.4648811461820055
MMP0686,f,-0.30508951966742265,0.001573429953006536,-0.30666294962042917,3,3,0.3190250006275159,0.6515109717456443
MMP0687,f,-0.2007778546351321,0.8419065767301923,-1.0426844313653243,3,3,0.03388535838431008,0.3447062970954905
MMP0688,f,-0.5185210844815044,-0.3727121536144078,-0.14580893086709656,3,3,0.8764175561879496,0.9491644270166828
MMP0694,f,-1.543939509010797,0.31741762308628935,-1.8613571320970863,3,3,0.006017854365519581,0.2330113210329182
MMP0695,f,-0.7426664394817686,-0.2700047203954868,-0.4726617190862818,3,3,0.25565880813785885,0.6065630546015867
MMP0696,f,-0.19646898946189206,-1.0085609281369954,0.8120919386751033,3,2,0.27263634002829346,0.6123247729637774
MMP0697,f,-0.08327191489238038,-0.4935688465008448,0.4102969316084644,3,3,0.2788400131140938,0.6219288771761354
MMP0701,f,0.24488705912353448,-0.647426113070924,0.8923131721944585,1,2,,
MMP0704,f,-0.46091748088856255,0.8729430448511645,-1.333860525739727,3,3,0.024977109109935114,0.3351260986333355
MMP0706,f,-0.10469737866669324,-1.0085609292371007,0.9038635505704075,1,2,,
MMP0708,f,-0.9717197450593754,-0.019747589955098926,-0.9519721551042765,3,3,0.16382380046668585,0.5198956667546406
MMP0713,f,-0.427616699897831,-0.7626871537083462,0.33507045381051515,3,3,0.32710094010619706,0.659930847591469
MMP0715,f,-1.0470688695514263,-0.008560928687048164,-1.038507940864378,1,2,,
MMP0716,f,0.048855412975910006,-0.6088751218911723,0.6577305348670823,3,1,,
MMP0720,f,0.8346829979153715,-0.6088751218911723,1.4435581198065437,2,1,,
MMP0736,f,0.3189375168390975,-0.4293538205986251,0.7482913374377226,3,3,0.01788953589035856,0.32822614781107856
MMP0737,f,-1.0037028255232319,-0.408246736583029,-0.5954560889402029,3,1,,
MMP0738,f,1.4229661880775892,-2.1938376226123286,3.616803810689918,2,1,,
MMP0765,f,0.4696793841537019,0.19272905028282825,0.27695033387087364,3,3,0.6477842779784254,0.839963768628019
MMP0816,f,-0.3852721755016164,0.09896701317857516,-0.48423918868019156,3,3,0.18901028718994423,0.5413075680469408
MMP0817,f,1.723384851518748,0.9272892508678874,0.7960956006508606,3,3,0.2292578793846497,0.5870942519691559
MMP0818,f,0.9139440864107939,3.4775367753801567,-2.5635926889693628,1,3,,
MMP0819,f,1.3603400693006433,2.176715764457221,-0.8163756951565775,3,1,,
MMP0820,f,1.4606832151343816,2.2482151743384335,-0.787531959204052,3,3,0.11662102489535396,0.47077185941966226
MMP0821,f,1.1887279422026762,1.6564421275377674,-0.46771418533509124,3,3,0.5564908608564892,0.7852524100715474
MMP0822,f,1.2611136606651716,1.389545063253447,-0.12843140258827535,3,3,0.6666322892166321,0.8435294849172548
MMP0823,f,1.3961608832138035,0.9163177096874402,0.4798431735263633,3,3,0.23901910547382976,0.5988569112476968
MMP0825,f,0.8723865333687707,1.7238803710580324,-0.8514938376892617,3,3,0.15978098832121784,0.5138471650994647
MMP0829,f,0.07202621240374012,-1.0540124775079716,1.1260386899117116,3,3,0.07056500901288068,0.4216477081757315
MMP0830,f,0.27049851370087685,1.7162166938466805,-1.4457181801458037,3,3,0.04866208679304569,0.3706068307097945
MMP0831,f,-0.6009952866119826,-0.8133548515636243,0.21235956495164166,3,3,0.6229965954988521,0.8244369666492215
MMP0833,f,-0.5477681241042215,-0.9399073617209519,0.3921392376167304,2,2,0.8239259407741021,0.9282770589932022
MMP0834,f,0.5351933389431875,-0.039378820178971284,0.5745721591221589,2,3,0.7226381344429456,0.8810318578603381
MMP0836,f,0.46008540811487836,1.4753946855245086,-1.0153092774096302,3,3,0.12711059803056285,0.4842712890177226
MMP0866,f,-0.3604449657632971,-1.2267929606531587,0.8663479948898616,3,3,0.10379601165747189,0.4648811461820055
MMP0868,f,-0.4638338980868804,-2.680982986080027,2.2171490879931466,3,3,0.058313792644753705,0.3897415080343707
MMP0872,f,1.0182846420619696,-0.023912619703209265,1.042197261765179,3,1,,
MMP0874,f,1.240112169523049,-0.4359157087726322,1.6760278782956812,1,2,,
MMP0875,f,-1.1041072313881917,-0.9490115105486684,-0.15509572083952328,2,1,,
MMP0879,f,-0.6459361264091543,-0.5034846268307449,-0.1424514995784094,3,3,0.7784190943072788,0.9071948778200086
MMP0881,f,-0.78275462193653,-0.14742611252087146,-0.6353285094156585,1,2,,
MMP0883,f,1.2657800626420357,-0.23436632054159065,1.5001463831836264,2,3,0.036761952229423425,0.3523323738423948
MMP0884,f,-0.39526555770686983,-0.1938376209621707,-0.20142793674469914,3,1,,
MMP0893,f,-0.5945326270877254,-0.3727121535123046,-0.22182047357542078,3,3,0.4517765695806571,0.721649701904416
MMP0894,f,-0.5473529200872463,-0.5736736224183958,0.02632070233114947,3,3,0.9227935180523812,0.9656909464591406
MMP0898,f,-0.43117151194662684,-0.6088751218911723,0.17770360994454548,1,1,,
MMP0901,f,-0.4983626284890695,-0.5676996531488673,0.0693370246597978,3,3,0.917929329206493,0.9656909464591406
MMP0904,f,-0.9887315787028543,-0.6088751218911723,-0.379856456811682,1,1,,
MMP0908,f,-0.2675551473918795,-0.20332985189858718,-0.06422529549329234,3,3,0.8857841187923593,0.9521095065310826
MMP0916,f,-0.04934509346475663,-0.8133548507899592,0.7640097573252025,3,3,0.1167202957238832,0.47077185941966226
MMP0917,f,-0.41241311897793514,-0.23436631990340387,-0.17804679907453128,3,3,0.6628484689956752,0.8435294849172548
MMP0923,f,0.26104115830896485,1.488942013906157,-1.2279008555971922,3,3,0.2563729321794676,0.6067701671142411
MMP0925,f,-0.3809312223307642,0.6583243151922248,-1.039255537522989,3,3,0.07854019593498275,0.4420169166573448
MMP0926,f,0.4719677876615157,-1.408246736583029,1.8802145242445447,1,1,,
MMP0927,f,0.3471739180323165,2.783920322215861,-2.4367464041835443,3,2,0.020115266459419603,0.32822614781107856
MMP0929,f,-0.7372830450760883,0.2014431884523217,-0.93872623352841,1,3,,
MMP0933,f,-0.28683850451926585,-0.21473509052845272,-0.07210341399081313,3,3,0.8730265645143784,0.9474099937779353
MMP0937,f,-2.010826420786309,-0.6088751218911723,-1.4019512988951368,2,1,,
MMP0946,f,-0.6533954616751478,-0.9010329868926071,0.2476375252174593,3,3,0.5379953536036097,0.7709726915592541
MMP0947,f,-1.1354423915330512,-1.3010421795976788,0.1655997880646276,3,2,0.34549019420486704,0.678366141968177
MMP0952,f,1.0091403779118877,-1.151328977089402,2.1604693550012897,3,3,0.0017435300129154557,0.17888445890366844
MMP0955,f,-0.931855166065253,-2.6088751174907516,1.6770199514254986,2,1,,
MMP0956,f,1.1096948648259297,-0.2343663199750806,1.3440611848010102,1,3,,
MMP0961,f,0.8471555020695343,1.5345740812150581,-0.6874185791455238,3,3,0.3880926977176741,0.6866212075309207
MMP0964,f,0.2654368960490983,0.45288808064203645,-0.18745118459293814,1,2,,
MMP0965,f,-1.066627564800344,-0.37271215293532295,-0.693915411865021,3,3,0.46854019812187214,0.7295187577082624
MMP0966,f,0.03393641051279568,-0.23436632035823968,0.26830273087103534,3,3,0.4712923752015349,0.731455561667159
MMP0968,f,0.30079160309725567,-0.408246736583029,0.7090383396802846,3,1,,
MMP0971,f,-0.874894271556245,-0.02672286984713527,-0.8481714017091098,3,3,0.15788982727478348,0.5137775554521208
MMP0974,f,0.2249388964491148,0.9760873802967908,-0.751148483847676,1,1,,
MMP0975,f,1.1192267735000714,-0.04934015583448665,1.168566929334558,2,3,0.01639993125522045,0.32398231540925293
MMP0978,f,-0.4532113925623651,-0.047111919836603566,-0.4060994727257615,3,2,0.8161310581160975,0.9271043494306671
MMP0979,f,-0.41999298594621864,-0.48002151844225965,0.06002853249604101,3,3,0.9251598775984647,0.9671217726947234
MMP0980,f,-0.585427669652993,-1.8727366863610273,1.2873090167080343,3,3,0.022063792571990357,0.32822614781107856
MMP0981,f,-0.5569890484564234,-0.819724459044784,0.2627354105883606,3,3,0.6038103146505278,0.8158087900471738
MMP0983,f,-0.823604799506802,-1.3522453039695668,0.5286405044627648,3,3,0.31822318604774347,0.6515109717456443
MMP0984,f,-0.8035524144535161,-0.7256767161567489,-0.07787569829676722,3,3,0.8612836552052532,0.9429461662505114
MMP0985,f,-0.4726560655443284,-2.3883191024589965,1.915663036914668,3,3,0.057564793360738595,0.3897415080343707
MMP0989,f,-1.0389893225962312,-1.5394033543181873,0.5004140317219561,3,3,0.05339248005034624,0.3800288285936409
MMP1003,f,-0.7599597036884275,-0.6088751218911723,-0.15108458179725515,1,1,,
MMP1011,f,-0.7848316095727106,-0.869996517985005,0.0851649084122944,3,3,0.9141745027729732,0.9656909464591406
MMP1013,f,-0.13460545317682968,1.243445817140823,-1.3780512703176526,3,3,0.22878804068376252,0.5870942519691559
MMP1015,f,2.1352818796935242,0.24722862804328485,1.8880532516502393,3,3,0.0222928076848732,0.32822614781107856
MMP1016,f,0.3139000693194282,0.43629122787295077,-0.12239115855352256,3,3,0.7745178946027204,0.9071948778200086
MMP1017,f,-1.358311641218978,0.613740518847135,-1.972052160066113,3,3,0.0028271900341286754,0.17931297369025614
MMP1018,f,0.3946737524003446,-0.2985813458241168,0.6932550982244614,3,3,0.157406197172519,0.5137775554521208
MMP1021,f,1.013197550441263,-0.5676996531213897,1.5808972035626527,3,3,0.07323239596946332,0.4322497518197591
MMP1026,f,-0.07343763076675618,-0.5676996532242599,0.49426202245750367,3,3,0.4575513602262005,0.7223626162686917
MMP1029,f,-0.7063587916933326,-0.23436632054159065,-0.4719924711517419,2,3,0.4385523626228801,0.7155564213461237
MMP1030,f,0.3755535264481305,0.8397644868406289,-0.4642109603924984,3,3,0.3529007652685342,0.6805787099194448
MMP1031,f,0.15004153929356576,-0.21336305415560763,0.3634045934491734,3,3,0.17925151666227573,0.5338937480894859
MMP1032,f,-0.3958962816934144,0.15560868039817813,-0.5515049620915925,3,3,0.17175809301020814,0.5211969718930454
MMP1033,f,-0.5724003478633996,0.5396097112422632,-1.1120100591056628,3,3,0.305024046265246,0.6432751128208237
MMP1036,f,-0.0244492924156644,0.13517757221067367,-0.15962686462633807,3,3,0.5207345962483781,0.7610359225312192
MMP1038,f,0.19777214229996165,-0.6553777874300152,0.8531499297299768,3,3,0.08033394304569369,0.44691526935765225
MMP1039,f,0.18726971726748953,-0.0033476883035032288,0.19061740557099277,3,3,0.43425051210611,0.7155564213461237
MMP1041,f,0.09307442386986058,0.6857783053929761,-0.5927038815231156,3,3,0.07490265937461285,0.4345577759432413
MMP1042,f,0.12079803120876541,0.03155413816342247,0.08924389304534294,3,3,0.5802614179310706,0.8081914425284551
MMP1043,f,0.07280161833632559,-0.6418304609870732,0.7146320793233988,3,3,0.025272939256439555,0.3351260986333355
MMP1044,f,0.2659732355907783,0.22204495068531857,0.04392828490545972,3,3,0.8657108189207386,0.9437027845892736
MMP1045,f,0.22235737654474197,-0.32637098522436925,0.5487283617691112,3,3,0.10167632276074731,0.4648811461820055
MMP1046,f,0.18196638120674183,0.18055375830120546,0.0014126229055363704,3,3,0.995057622703925,0.999503071942266
MMP1047,f,-0.26572247731891635,0.08433187777886954,-0.3500543550977859,3,3,0.2715464220910502,0.6123247729637774
MMP1050,f,-0.8020224840045498,0.3680853210483144,-1.1701078050528642,3,3,0.044514726078945036,0.36509971521511836
MMP1053,f,0.8214644960311702,1.3389534029359893,-0.5174889069048191,3,3,0.18856927748590377,0.5413075680469408
MMP1054,f,0.5208669605023444,0.5791578770913876,-0.058290916589043174,3,3,0.8588173958132314,0.9425635618801863
MMP1063,f,-0.7004486600210248,0.09139365447819975,-0.7918423144992246,3,3,0.0042869900867166305,0.1976098287591285
MMP1066,f,0.24729396336805803,-0.408246736583029,0.6555406999510871,2,1,,
MMP1069,f,0.9967089299156794,1.1556086806609756,-0.15889975074529616,1,3,,
MMP1070,f,-0.17271525455706052,0.8087280193441018,-0.9814432739011623,3,3,0.09246747720736287,0.4648811461820055
MMP1072,f,-1.3314863877429168,-0.5085609281369955,-0.8229254596059213,3,2,0.47673892228827475,0.7344118150695573
MMP1075,f,-0.5652616830172993,-0.6859771042506756,0.12071542123337631,1,1,,
MMP1085,f,-1.6977181541597481,0.7453693311960308,-2.443087485355779,2,2,0.04500495267519767,0.36509971521511836
MMP1091,f,-0.5630842598141858,0.3140228969098218,-0.8771071567240076,3,1,,
MMP1094,f,-0.6314947395711107,-0.4431793652308485,-0.1883153743402622,3,3,0.6227436565059302,0.8244369666492215
MMP1101,f,-0.4300043736366354,-0.6088751218911723,0.17887074825453692,3,1,,
MMP1105,f,0.15796589162216887,0.2839203218568809,-0.125954430234712,3,2,0.8873047125808806,0.9521095065310826
MMP1109,f,-0.4171719956704072,1.1767157647763138,-1.593887760446721,1,1,,
MMP1112,f,-0.962969269055033,0.15560868031930244,-1.1185779493743355,1,3,,
MMP1113,f,-0.3207057350097337,-0.6474261119708188,0.3267203769610851,3,2,0.0338574325758697,0.3447062970954905
MMP1114,f,-0.29436118529728555,-0.6474261113603739,0.3530649260630883,2,2,0.8061832696996307,0.9202658078646728
MMP1115,f,0.7348118893394995,-0.647426113070924,1.3822380024104235,3,2,0.19273855960277014,0.5471288143562507
MMP1116,f,-0.3157736476423583,-0.04644059615149378,-0.26933305149086456,3,3,0.5256430825993923,0.7627087186458852
MMP1120,f,-0.7626775821012473,0.2939545142997645,-1.0566320964010116,2,3,0.28001129861381907,0.6223019042273921
MMP1122,f,-0.8002814352331974,-1.429353818365236,0.6290723831320385,3,3,0.27061807026453494,0.6123247729637774
MMP1129,f,-0.1005612813503652,-0.3727121533766502,0.272150872026285,3,3,0.6710501493055268,0.845802792353841
MMP1131,f,-1.598868642104127,-1.4399073622710046,-0.15896127983312236,3,2,0.8566271203674813,0.9425635618801863
MMP1133,f,-0.13391491098843925,-0.14742611252087146,0.01351120153243221,3,2,0.9852627818107244,0.994509252130116
MMP1134,f,1.1585971423845158,0.8222753473343524,0.33632179505016346,3,3,0.3280377036744332,0.659930847591469
MMP1135,f,1.7892114370359167,-0.25463067005627416,2.043842107092191,1,2,,
MMP1136,f,1.080692402060296,0.3131930134742587,0.7674993885860373,3,3,0.09935401044776071,0.4648811461820055
MMP1137,f,0.6977756915629668,-0.706045486845638,1.4038211784086048,3,3,0.011362114988557482,0.27496318272309106
MMP1145,f,1.5047641245983152,0.28392032144257073,1.2208438031557445,3,2,0.45863846448735845,0.7223626162686917
MMP1146,f,0.16309784800490945,-1.147426113070924,1.3105239610758335,3,2,0.1580552532170559,0.5137775554521208
MMP1148,f,-1.1008641319583354,0.4753946853566437,-1.5762588173149792,3,3,0.04453085178042837,0.36509971521511836
MMP1149,f,-0.39407392821790715,-0.848993252909431,0.4549193246915238,3,3,0.3185831660257516,0.6515109717456443
MMP1150,f,-0.7893564675870585,-0.38351931166447883,-0.40583715592257963,3,3,0.6038169859505075,0.8158087900471738
MMP1151,f,-0.5309890293232432,-1.042843876568211,0.5118548472449679,3,3,0.16434718391210748,0.5198956667546406
MMP1152,f,-0.5707355746222477,-0.901032987574959,0.3302974129527113,3,3,0.4072441479979294,0.6970241541246932
MMP1153,f,-0.7031549392990089,0.2373128465194342,-0.940467785818443,3,3,0.11416720146998675,0.4698882634417508
MMP1154,f,-0.41689792243649165,2.38908858677676,-2.805986509213252,3,3,0.012388529752255774,0.2823786868924645
MMP1155,f,0.7943121299145278,2.7373656201397805,-1.9430534902252528,3,2,0.014773337754716061,0.30426789248010955
MMP1156,f,0.3835791766529811,-0.1067138103773045,0.49029298703028557,3,3,0.3023561888329766,0.642408142203149
MMP1158,f,1.1537302052462317,1.5630728212477465,-0.4093426160015148,3,3,0.5138253616822701,0.7593632826083014
MMP1159,f,0.4578486950650871,0.14505513806331916,0.3127935570017679,2,2,0.7534207782300786,0.8948605071493448
MMP1167,f,0.3160937114747863,0.6524031191252626,-0.3363094076504763,3,2,0.16740768303812928,0.5203645402292327
MMP1168,f,-0.20140155730505208,-0.780176292705482,0.57877473540043,3,3,0.146187114161644,0.5083814565552824
MMP1169,f,-0.14997878739725468,-0.07501722134088747,-0.07496156605636721,3,3,0.8795459618119468,0.9491644270166828
MMP1174,f,0.6600273039181711,1.1420613522327043,-0.4820340483145332,3,3,0.38587861924597516,0.6866212075309207
MMP1175,f,-0.27295783514267213,-0.007905198267664745,-0.2650526368750074,2,1,,
MMP1176,f,-1.403706051494808,-0.8699965165383289,-0.5337095349564792,3,3,0.7938850680875529,0.9137702091661727
MMP1177,f,0.28938498567897086,-0.7295085951626188,1.0188935808415898,2,3,0.5834760471403941,0.8103368918678644
MMP1178,f,-0.0734054465739034,-0.7311142683173203,0.6577088217434169,3,3,0.32946887792874774,0.659930847591469
MMP1181,f,0.09809369981679394,-0.5453282571515645,0.6434219569683585,2,3,0.7264665796362615,0.8844835068831124
MMP1183,f,-0.11961694054492084,0.16040683028145838,-0.2800237708263792,2,2,0.770071929559413,0.9046476065697957
MMP1186,f,0.7598264668781148,-0.14668818449730853,0.9065146513754234,3,3,0.13851144679067387,0.49874569246135775
MMP1188,f,-0.6834486328779402,-1.0594907063513497,0.37604207347340945,3,3,0.02118238656831104,0.32822614781107856
MMP1189,f,-0.04723466255751718,-1.3923433819342268,1.3451087193767095,3,3,0.1394829980602461,0.49874569246135775
MMP1190,f,0.017659518033696895,1.1138521279899896,-1.0961926099562926,3,2,0.04071434872754853,0.36509971521511836
MMP1191,f,-0.044640577206086385,-0.2965358375394352,0.2518952603333488,3,3,0.4625651733320062,0.7265604407318497
MMP1198,f,-0.5769666028980335,-0.6088751218911723,0.031908518993138846,1,1,,
MMP1200,f,-0.3442316071629002,-0.283552049913447,-0.060679557249453175,3,3,0.8702128390889112,0.9464786834135573
MMP1205,f,-0.09850554495242506,0.2939545135411945,-0.39246005849361953,1,3,,
MMP1206,f,-1.3851430707258157,-0.6638404167576984,-0.7213026539681172,3,3,0.18368087542632064,0.5402226732322337
MMP1207,f,-0.09721713317191098,-0.8057814929712878,0.7085643597993768,3,3,0.07843777966420849,0.4420169166573448
MMP1208,f,-0.5234767326467985,-0.0340649716776354,-0.4894117609691631,3,3,0.021739072565396703,0.32822614781107856
MMP1210,f,-0.2642900431972238,-1.0471119187777147,0.7828218755804909,2,2,0.7163112045382347,0.8797794516275281
MMP1211,f,-0.7165629667982776,-0.6876649679117263,-0.028897998886551313,3,3,0.957323918725958,0.9879419545061059
MMP1212,f,-1.2407000796321077,-0.5812469814129778,-0.6594530982191299,3,3,0.2951640213473051,0.6363447052654596
MMP1213,f,-1.2504055245723416,-1.249164358528283,-0.0012411660440585504,3,3,0.9985304054453958,0.999503071942266
MMP1216,f,-0.15433273088167454,-0.7160796781431191,0.5617469472614446,3,2,0.2747010768684457,0.6155338944644801
