Gene names (ordered locus ),growth_rate,bio_rep,tech_rep,value,Anabolism/Catabolism,Assigned functional subsystem,Annotation (Uniprot),Automatic classification (RAST),Present in dataset
MMP1157,exp,3,,0.401428988,Other,Stress,"Desulfoferrodoxin, ferrous iron-binding site (EC 1.15.-.-)",Oxidative stress; <br>Rubrerythrin,yes
MMP1158,xs,1,,0.314034301,Catabolism,Methanogenesis,Uncharacterized protein,Methanogenesis,yes
MMP1158,xs,2,,0.360829016,Catabolism,Methanogenesis,Uncharacterized protein,Methanogenesis,yes
MMP1158,xs,3,,0.967476769,Catabolism,Methanogenesis,Uncharacterized protein,Methanogenesis,yes
MMP1158,i,1,,2.500582752,Catabolism,Methanogenesis,Uncharacterized protein,Methanogenesis,yes
MMP1158,i,2,,1.490723121,Catabolism,Methanogenesis,Uncharacterized protein,Methanogenesis,yes
MMP1158,i,3,,1.341792228,Catabolism,Methanogenesis,Uncharacterized protein,Methanogenesis,yes
MMP1158,f,1,,4.589954339,Catabolism,Methanogenesis,Uncharacterized protein,Methanogenesis,yes
MMP1158,f,2,,1.507077141,Catabolism,Methanogenesis,Uncharacterized protein,Methanogenesis,yes
MMP1158,f,3,,3.729508197,Catabolism,Methanogenesis,Uncharacterized protein,Methanogenesis,yes
MMP1158,exp,1,,0.277666969,Catabolism,Methanogenesis,Uncharacterized protein,Methanogenesis,yes
MMP1158,exp,2,,0.812738077,Catabolism,Methanogenesis,Uncharacterized protein,Methanogenesis,yes
MMP1158,exp,3,,0.401428988,Catabolism,Methanogenesis,Uncharacterized protein,Methanogenesis,yes
MMP1159,f,1,,0.655707762,Other,Other/unassigned,Ferritin,- none -,yes
MMP1159,f,3,,1.864754099,Other,Other/unassigned,Ferritin,- none -,yes
MMP1159,exp,3,,0.0,Other,Other/unassigned,Ferritin,- none -,yes
MMP1161,xs,1,,1.884205806,Other,Other/unassigned,Conserved hypothetical Archael protein,- none -,yes
MMP1161,xs,2,,1.443316062,Other,Other/unassigned,Conserved hypothetical Archael protein,- none -,yes
MMP1161,i,2,,6.45980019,Other,Other/unassigned,Conserved hypothetical Archael protein,- none -,yes
MMP1161,exp,3,,0.0,Other,Other/unassigned,Conserved hypothetical Archael protein,- none -,yes
MMP1162,i,2,,3.975261655,Catabolism,Methanogenesis,Flavodoxin:Beta-lactamase-like,Methanogenesis,yes
MMP1162,f,1,,0.0,Catabolism,Methanogenesis,Flavodoxin:Beta-lactamase-like,Methanogenesis,yes
MMP1162,f,3,,0.0,Catabolism,Methanogenesis,Flavodoxin:Beta-lactamase-like,Methanogenesis,yes
MMP1162,exp,2,,1.625476155,Catabolism,Methanogenesis,Flavodoxin:Beta-lactamase-like,Methanogenesis,yes
MMP1162,exp,3,,0.0,Catabolism,Methanogenesis,Flavodoxin:Beta-lactamase-like,Methanogenesis,yes
MMP1166,xs,1,,0.628068602,Catabolism,Methanogenesis,Related to iron-sulfur flavoprotein of Methanosarcina thermophila,Methanogenesis,yes
MMP1166,xs,3,,0.322492256,Catabolism,Methanogenesis,Related to iron-sulfur flavoprotein of Methanosarcina thermophila,Methanogenesis,yes
MMP1166,i,1,,2.222740223,Catabolism,Methanogenesis,Related to iron-sulfur flavoprotein of Methanosarcina thermophila,Methanogenesis,yes
MMP1166,i,2,,0.496907707,Catabolism,Methanogenesis,Related to iron-sulfur flavoprotein of Methanosarcina thermophila,Methanogenesis,yes
MMP1166,i,3,,0.670896114,Catabolism,Methanogenesis,Related to iron-sulfur flavoprotein of Methanosarcina thermophila,Methanogenesis,yes
MMP1166,f,1,,0.0,Catabolism,Methanogenesis,Related to iron-sulfur flavoprotein of Methanosarcina thermophila,Methanogenesis,yes
MMP1166,f,2,,0.0,Catabolism,Methanogenesis,Related to iron-sulfur flavoprotein of Methanosarcina thermophila,Methanogenesis,yes
MMP1166,f,3,,0.621584699,Catabolism,Methanogenesis,Related to iron-sulfur flavoprotein of Methanosarcina thermophila,Methanogenesis,yes
MMP1166,exp,1,,0.0,Catabolism,Methanogenesis,Related to iron-sulfur flavoprotein of Methanosarcina thermophila,Methanogenesis,yes
MMP1166,exp,2,,0.541825385,Catabolism,Methanogenesis,Related to iron-sulfur flavoprotein of Methanosarcina thermophila,Methanogenesis,yes
MMP1166,exp,3,,0.535238651,Catabolism,Methanogenesis,Related to iron-sulfur flavoprotein of Methanosarcina thermophila,Methanogenesis,yes
MMP1167,xs,1,,3.768411612,Catabolism,Methanogenesis,Flavoprotein related protein,Methanogenesis,yes
MMP1167,i,1,,7.223905727,Catabolism,Methanogenesis,Flavoprotein related protein,Methanogenesis,yes
MMP1167,i,2,,2.484538535,Catabolism,Methanogenesis,Flavoprotein related protein,Methanogenesis,yes
MMP1167,i,3,,8.945281523,Catabolism,Methanogenesis,Flavoprotein related protein,Methanogenesis,yes
MMP1167,f,1,,1.639269406,Catabolism,Methanogenesis,Flavoprotein related protein,Methanogenesis,yes
MMP1167,f,2,,1.507077141,Catabolism,Methanogenesis,Flavoprotein related protein,Methanogenesis,yes
MMP1167,exp,1,,0.0,Catabolism,Methanogenesis,Flavoprotein related protein,Methanogenesis,yes
MMP1167,exp,2,,0.812738077,Catabolism,Methanogenesis,Flavoprotein related protein,Methanogenesis,yes
MMP1167,exp,3,,1.605715952,Catabolism,Methanogenesis,Flavoprotein related protein,Methanogenesis,yes
MMP1168,xs,1,,1.186351804,Anabolism,tRNA processing,ABC transporter ATP-binding protein,tRNA processing,yes
MMP1168,xs,2,,1.082487047,Anabolism,tRNA processing,ABC transporter ATP-binding protein,tRNA processing,yes
MMP1168,xs,3,,0.703619468,Anabolism,tRNA processing,ABC transporter ATP-binding protein,tRNA processing,yes
MMP1168,i,1,,0.679170624,Anabolism,tRNA processing,ABC transporter ATP-binding protein,tRNA processing,yes
MMP1168,i,2,,0.851841783,Anabolism,tRNA processing,ABC transporter ATP-binding protein,tRNA processing,yes
MMP1168,i,3,,0.894528152,Anabolism,tRNA processing,ABC transporter ATP-binding protein,tRNA processing,yes
MMP1168,f,1,,0.737671233,Anabolism,tRNA processing,ABC transporter ATP-binding protein,tRNA processing,yes
MMP1168,f,2,,0.430593469,Anabolism,tRNA processing,ABC transporter ATP-binding protein,tRNA processing,yes
MMP1168,f,3,,0.6215847,Anabolism,tRNA processing,ABC transporter ATP-binding protein,tRNA processing,yes
MMP1168,exp,1,,0.714000777,Anabolism,tRNA processing,ABC transporter ATP-binding protein,tRNA processing,yes
MMP1168,exp,2,,1.161054396,Anabolism,tRNA processing,ABC transporter ATP-binding protein,tRNA processing,yes
MMP1168,exp,3,,0.892064417,Anabolism,tRNA processing,ABC transporter ATP-binding protein,tRNA processing,yes
MMP1169,xs,1,,0.915933378,Anabolism,tRNA processing,Uncharacterized protein,tRNA processing,yes
MMP1169,xs,2,,1.162671272,Anabolism,tRNA processing,Uncharacterized protein,tRNA processing,yes
MMP1169,xs,3,,1.169034429,Anabolism,tRNA processing,Uncharacterized protein,tRNA processing,yes
MMP1169,i,1,,0.926141759,Anabolism,tRNA processing,Uncharacterized protein,tRNA processing,yes
MMP1169,i,2,,0.847666088,Anabolism,tRNA processing,Uncharacterized protein,tRNA processing,yes
MMP1169,i,3,,1.155432197,Anabolism,tRNA processing,Uncharacterized protein,tRNA processing,yes
MMP1169,f,1,,0.983561644,Anabolism,tRNA processing,Uncharacterized protein,tRNA processing,yes
MMP1169,f,2,,0.612250088,Anabolism,tRNA processing,Uncharacterized protein,tRNA processing,yes
MMP1169,f,3,,1.420765027,Anabolism,tRNA processing,Uncharacterized protein,tRNA processing,yes
MMP1169,exp,1,,0.686000746,Anabolism,tRNA processing,Uncharacterized protein,tRNA processing,yes
MMP1169,exp,2,,0.812738077,Anabolism,tRNA processing,Uncharacterized protein,tRNA processing,yes
MMP1169,exp,3,,0.856381841,Anabolism,tRNA processing,Uncharacterized protein,tRNA processing,yes
MMP1170,f,1,,0.655707762,Other,Other/unassigned,"Glycosyl transferase, family 2 (EC 2.4.1.83)",- none -,yes
MMP1174,xs,1,,2.063653978,Other,Stress,Peroxiredoxin (EC 1.11.1.15) (Thioredoxin peroxidase),Oxidative stress; <br>Rubrerythrin,yes
MMP1174,xs,2,,5.412435233,Other,Stress,Peroxiredoxin (EC 1.11.1.15) (Thioredoxin peroxidase),Oxidative stress; <br>Rubrerythrin,yes
MMP1174,xs,3,,6.288599,Other,Stress,Peroxiredoxin (EC 1.11.1.15) (Thioredoxin peroxidase),Oxidative stress; <br>Rubrerythrin,yes
MMP1174,i,1,,7.223905725,Other,Stress,Peroxiredoxin (EC 1.11.1.15) (Thioredoxin peroxidase),Oxidative stress; <br>Rubrerythrin,yes
MMP1174,i,2,,7.287979702,Other,Stress,Peroxiredoxin (EC 1.11.1.15) (Thioredoxin peroxidase),Oxidative stress; <br>Rubrerythrin,yes
MMP1174,i,3,,5.926249008,Other,Stress,Peroxiredoxin (EC 1.11.1.15) (Thioredoxin peroxidase),Oxidative stress; <br>Rubrerythrin,yes
MMP1174,f,1,,1.967123288,Other,Stress,Peroxiredoxin (EC 1.11.1.15) (Thioredoxin peroxidase),Oxidative stress; <br>Rubrerythrin,yes
MMP1174,f,2,,3.516513328,Other,Stress,Peroxiredoxin (EC 1.11.1.15) (Thioredoxin peroxidase),Oxidative stress; <br>Rubrerythrin,yes
MMP1174,f,3,,1.553961748,Other,Stress,Peroxiredoxin (EC 1.11.1.15) (Thioredoxin peroxidase),Oxidative stress; <br>Rubrerythrin,yes
MMP1174,exp,1,,0.416500453,Other,Stress,Peroxiredoxin (EC 1.11.1.15) (Thioredoxin peroxidase),Oxidative stress; <br>Rubrerythrin,yes
MMP1174,exp,2,,0.541825385,Other,Stress,Peroxiredoxin (EC 1.11.1.15) (Thioredoxin peroxidase),Oxidative stress; <br>Rubrerythrin,yes
MMP1174,exp,3,,0.0,Other,Stress,Peroxiredoxin (EC 1.11.1.15) (Thioredoxin peroxidase),Oxidative stress; <br>Rubrerythrin,yes
MMP1175,xs,1,,0.209356201,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1175,xs,2,,0.0,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1175,xs,3,,0.358324729,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1175,i,1,,0.277842528,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1175,i,2,,0.496907707,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1175,i,3,,1.006344171,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1175,f,1,,0.0,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1175,f,2,,0.0,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1175,f,3,,0.994535519,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1175,exp,1,,0.185111313,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1175,exp,2,,1.741581594,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1175,exp,3,,1.304644211,Other,Other/unassigned,Uncharacterized protein,- none -,yes
MMP1176,xs,1,,0.523390502,Other,Transport,"Putative iron transport system substrate-binding protein, N-term half",- none -,yes
MMP1176,xs,2,,0.451036269,Other,Transport,"Putative iron transport system substrate-binding protein, N-term half",- none -,yes
MMP1176,xs,3,,0.429989675,Other,Transport,"Putative iron transport system substrate-binding protein, N-term half",- none -,yes
MMP1176,i,1,,0.444548045,Other,Transport,"Putative iron transport system substrate-binding protein, N-term half",- none -,yes
MMP1176,i,2,,0.414089756,Other,Transport,"Putative iron transport system substrate-binding protein, N-term half",- none -,yes
MMP1176,i,3,,1.11816019,Other,Transport,"Putative iron transport system substrate-binding protein, N-term half",- none -,yes
MMP1176,f,1,,0.131141553,Other,Transport,"Putative iron transport system substrate-binding protein, N-term half",- none -,yes
MMP1176,f,2,,1.004718094,Other,Transport,"Putative iron transport system substrate-binding protein, N-term half",- none -,yes
MMP1176,f,3,,1.243169399,Other,Transport,"Putative iron transport system substrate-binding protein, N-term half",- none -,yes
MMP1176,exp,1,,1.33280145,Other,Transport,"Putative iron transport system substrate-binding protein, N-term half",- none -,yes
MMP1176,exp,2,,0.975285693,Other,Transport,"Putative iron transport system substrate-binding protein, N-term half",- none -,yes
MMP1176,exp,3,,1.405001458,Other,Transport,"Putative iron transport system substrate-binding protein, N-term half",- none -,yes
MMP1177,xs,1,,0.807516774,Other,Transport,"Putative iron transport system substrate-binding protein, C-term half",- none -,yes
MMP1177,xs,2,,0.420967185,Other,Transport,"Putative iron transport system substrate-binding protein, C-term half",- none -,yes
MMP1177,xs,3,,0.40311532,Other,Transport,"Putative iron transport system substrate-binding protein, C-term half",- none -,yes
MMP1177,i,1,,0.635068635,Other,Transport,"Putative iron transport system substrate-binding protein, C-term half",- none -,yes
MMP1177,i,2,,0.496907707,Other,Transport,"Putative iron transport system substrate-binding protein, C-term half",- none -,yes
MMP1177,i,3,,0.596352101,Other,Transport,"Putative iron transport system substrate-binding protein, C-term half",- none -,yes
MMP1177,f,1,,0.187345075,Other,Transport,"Putative iron transport system substrate-binding protein, C-term half",- none -,yes
MMP1177,f,2,,0.753538571,Other,Transport,"Putative iron transport system substrate-binding protein, C-term half",- none -,yes
MMP1177,f,3,,1.553961749,Other,Transport,"Putative iron transport system substrate-binding protein, C-term half",- none -,yes
MMP1177,exp,1,,1.082901179,Other,Transport,"Putative iron transport system substrate-binding protein, C-term half",- none -,yes
MMP1177,exp,2,,1.403820315,Other,Transport,"Putative iron transport system substrate-binding protein, C-term half",- none -,yes
MMP1177,exp,3,,1.694922393,Other,Transport,"Putative iron transport system substrate-binding protein, C-term half",- none -,yes
MMP1178,xs,1,,2.386660689,Other,Transport,Iron transport Periplasmic binding protein,- none -,yes
MMP1178,xs,2,,2.646079447,Other,Transport,Iron transport Periplasmic binding protein,- none -,yes
MMP1178,xs,3,,0.737125157,Other,Transport,Iron transport Periplasmic binding protein,- none -,yes
MMP1178,i,1,,0.777959078,Other,Transport,Iron transport Periplasmic binding protein,- none -,yes
MMP1178,i,2,,1.490723121,Other,Transport,Iron transport Periplasmic binding protein,- none -,yes
MMP1178,i,3,,1.677240285,Other,Transport,Iron transport Periplasmic binding protein,- none -,yes
MMP1178,f,1,,0.327853881,Other,Transport,Iron transport Periplasmic binding protein,- none -,yes
MMP1178,f,2,,0.653066761,Other,Transport,Iron transport Periplasmic binding protein,- none -,yes
MMP1178,f,3,,1.021174863,Other,Transport,Iron transport Periplasmic binding protein,- none -,yes
MMP1178,exp,1,,0.999601088,Other,Transport,Iron transport Periplasmic binding protein,- none -,yes
MMP1178,exp,2,,1.354563462,Other,Transport,Iron transport Periplasmic binding protein,- none -,yes
MMP1178,exp,3,,1.284572762,Other,Transport,Iron transport Periplasmic binding protein,- none -,yes
MMP1181,xs,1,,1.465493405,Other,Transport,Iron transport system binding protein,- none -,yes
MMP1181,xs,2,,0.902072539,Other,Transport,Iron transport system binding protein,- none -,yes
MMP1181,xs,3,,1.289969026,Other,Transport,Iron transport system binding protein,- none -,yes
MMP1181,i,1,,0.69460632,Other,Transport,Iron transport system binding protein,- none -,yes
MMP1181,i,2,,3.478353949,Other,Transport,Iron transport system binding protein,- none -,yes
MMP1181,i,3,,0.894528152,Other,Transport,Iron transport system binding protein,- none -,yes
MMP1181,f,1,,0.093672537,Other,Transport,Iron transport system binding protein,- none -,yes
MMP1181,f,2,,1.507077141,Other,Transport,Iron transport system binding protein,- none -,yes
MMP1181,f,3,,2.279143898,Other,Transport,Iron transport system binding protein,- none -,yes
MMP1181,exp,1,,0.555333938,Other,Transport,Iron transport system binding protein,- none -,yes
MMP1181,exp,2,,1.300380923,Other,Transport,Iron transport system binding protein,- none -,yes
MMP1181,exp,3,,0.963429571,Other,Transport,Iron transport system binding protein,- none -,yes
MMP1182,xs,1,,0.0,Other,Other/unassigned,Iron(III) dicitrate transport system permease protein,- none -,no
MMP1183,xs,1,,0.209356201,Other,Transport,Iron ABC transporter ATPase subunit,- none -,yes
MMP1183,xs,3,,0.644984513,Other,Transport,Iron ABC transporter ATPase subunit,- none -,yes
MMP1183,i,1,,1.944897695,Other,Transport,Iron ABC transporter ATPase subunit,- none -,yes
MMP1183,i,2,,0.828179512,Other,Transport,Iron ABC transporter ATPase subunit,- none -,yes
MMP1183,i,3,,1.341792228,Other,Transport,Iron ABC transporter ATPase subunit,- none -,yes
MMP1183,f,1,,0.0,Other,Transport,Iron ABC transporter ATPase subunit,- none -,yes
MMP1183,f,2,,1.004718094,Other,Transport,Iron ABC transporter ATPase subunit,- none -,yes
MMP1183,f,3,,1.243169399,Other,Transport,Iron ABC transporter ATPase subunit,- none -,yes
MMP1183,exp,1,,0.833000907,Other,Transport,Iron ABC transporter ATPase subunit,- none -,yes
MMP1183,exp,2,,1.625476154,Other,Transport,Iron ABC transporter ATPase subunit,- none -,yes
MMP1183,exp,3,,1.204286964,Other,Transport,Iron ABC transporter ATPase subunit,- none -,yes
MMP1185,xs,1,,0.0,Other,Other/unassigned,Hydrogen uptake protein:Hydrogenase maturation protease HycI (EC 3.-.-.-),- none -,yes
MMP1185,xs,3,,0.0,Other,Other/unassigned,Hydrogen uptake protein:Hydrogenase maturation protease HycI (EC 3.-.-.-),- none -,yes
MMP1185,i,1,,0.555685056,Other,Other/unassigned,Hydrogen uptake protein:Hydrogenase maturation protease HycI (EC 3.-.-.-),- none -,yes
MMP1185,i,2,,0.496907707,Other,Other/unassigned,Hydrogen uptake protein:Hydrogenase maturation protease HycI (EC 3.-.-.-),- none -,yes
MMP1185,f,1,,0.0,Other,Other/unassigned,Hydrogen uptake protein:Hydrogenase maturation protease HycI (EC 3.-.-.-),- none -,yes
MMP1185,exp,2,,0.812738077,Other,Other/unassigned,Hydrogen uptake protein:Hydrogenase maturation protease HycI (EC 3.-.-.-),- none -,yes
MMP1185,exp,3,,1.605715952,Other,Other/unassigned,Hydrogen uptake protein:Hydrogenase maturation protease HycI (EC 3.-.-.-),- none -,yes
MMP1186,xs,1,,0.837424803,Other,Other/unassigned,"Eukaryotic thiol (Cysteine) protease, active site:ATP/GTP-binding site motif A (P-loop):Sigma-54 factor interaction domain:Pu (EC 3.4.21.53)",- none -,yes
MMP1186,xs,2,,3.067046632,Other,Other/unassigned,"Eukaryotic thiol (Cysteine) protease, active site:ATP/GTP-binding site motif A (P-loop):Sigma-54 factor interaction domain:Pu (EC 3.4.21.53)",- none -,yes
MMP1186,xs,3,,1.074974188,Other,Other/unassigned,"Eukaryotic thiol (Cysteine) protease, active site:ATP/GTP-binding site motif A (P-loop):Sigma-54 factor interaction domain:Pu (EC 3.4.21.53)",- none -,yes
MMP1186,i,1,,0.714452215,Other,Other/unassigned,"Eukaryotic thiol (Cysteine) protease, active site:ATP/GTP-binding site motif A (P-loop):Sigma-54 factor interaction domain:Pu (EC 3.4.21.53)",- none -,yes
MMP1186,i,2,,1.407905169,Other,Other/unassigned,"Eukaryotic thiol (Cysteine) protease, active site:ATP/GTP-binding site motif A (P-loop):Sigma-54 factor interaction domain:Pu (EC 3.4.21.53)",- none -,yes
MMP1186,f,1,,0.947133435,Other,Other/unassigned,"Eukaryotic thiol (Cysteine) protease, active site:ATP/GTP-binding site motif A (P-loop):Sigma-54 factor interaction domain:Pu (EC 3.4.21.53)",- none -,yes
MMP1186,f,2,,1.043361098,Other,Other/unassigned,"Eukaryotic thiol (Cysteine) protease, active site:ATP/GTP-binding site motif A (P-loop):Sigma-54 factor interaction domain:Pu (EC 3.4.21.53)",- none -,yes
MMP1186,f,3,,0.745901639,Other,Other/unassigned,"Eukaryotic thiol (Cysteine) protease, active site:ATP/GTP-binding site motif A (P-loop):Sigma-54 factor interaction domain:Pu (EC 3.4.21.53)",- none -,yes
MMP1186,exp,1,,1.363092393,Other,Other/unassigned,"Eukaryotic thiol (Cysteine) protease, active site:ATP/GTP-binding site motif A (P-loop):Sigma-54 factor interaction domain:Pu (EC 3.4.21.53)",- none -,yes
MMP1186,exp,2,,1.320699376,Other,Other/unassigned,"Eukaryotic thiol (Cysteine) protease, active site:ATP/GTP-binding site motif A (P-loop):Sigma-54 factor interaction domain:Pu (EC 3.4.21.53)",- none -,yes
MMP1186,exp,3,,0.963429571,Other,Other/unassigned,"Eukaryotic thiol (Cysteine) protease, active site:ATP/GTP-binding site motif A (P-loop):Sigma-54 factor interaction domain:Pu (EC 3.4.21.53)",- none -,yes
MMP1187,i,2,,0.0,Other,Other/unassigned,L-fuculose phosphate aldolase (EC 4.1.2.17) (L-fuculose-1-phosphate aldolase),- none -,yes
MMP1188,xs,1,,0.418712401,Other,Other/unassigned,UPF0147 protein MMP1188,- none -,yes
MMP1188,xs,2,,0.521197467,Other,Other/unassigned,UPF0147 protein MMP1188,- none -,yes
MMP1188,xs,3,,0.545756126,Other,Other/unassigned,UPF0147 protein MMP1188,- none -,yes
MMP1188,i,1,,0.656718702,Other,Other/unassigned,UPF0147 protein MMP1188,- none -,yes
MMP1188,i,2,,0.316213995,Other,Other/unassigned,UPF0147 protein MMP1188,- none -,yes
MMP1188,i,3,,0.614988105,Other,Other/unassigned,UPF0147 protein MMP1188,- none -,yes
MMP1188,f,1,,0.504390587,Other,Other/unassigned,UPF0147 protein MMP1188,- none -,yes
MMP1188,f,2,,0.430593469,Other,Other/unassigned,UPF0147 protein MMP1188,- none -,yes
MMP1188,f,3,,0.5085693,Other,Other/unassigned,UPF0147 protein MMP1188,- none -,yes
MMP1188,exp,1,,0.666400725,Other,Other/unassigned,UPF0147 protein MMP1188,- none -,yes
MMP1188,exp,2,,0.866920616,Other,Other/unassigned,UPF0147 protein MMP1188,- none -,yes
MMP1188,exp,3,,0.630816981,Other,Other/unassigned,UPF0147 protein MMP1188,- none -,yes
MMP1189,xs,1,,0.418712401,Anabolism,Other/unassigned,Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI),D-ribose utilization; <br>Pentose phosphate pathway,yes
MMP1189,xs,2,,0.360829016,Anabolism,Other/unassigned,Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI),D-ribose utilization; <br>Pentose phosphate pathway,yes
MMP1189,xs,3,,0.276421934,Anabolism,Other/unassigned,Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI),D-ribose utilization; <br>Pentose phosphate pathway,yes
MMP1189,i,1,,0.333411033,Anabolism,Other/unassigned,Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI),D-ribose utilization; <br>Pentose phosphate pathway,yes
MMP1189,i,2,,0.099381541,Anabolism,Other/unassigned,Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI),D-ribose utilization; <br>Pentose phosphate pathway,yes
MMP1189,i,3,,0.357811261,Anabolism,Other/unassigned,Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI),D-ribose utilization; <br>Pentose phosphate pathway,yes
MMP1189,f,1,,0.393424658,Anabolism,Other/unassigned,Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI),D-ribose utilization; <br>Pentose phosphate pathway,yes
MMP1189,f,2,,0.452123142,Anabolism,Other/unassigned,Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI),D-ribose utilization; <br>Pentose phosphate pathway,yes
MMP1189,f,3,,0.31079235,Anabolism,Other/unassigned,Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI),D-ribose utilization; <br>Pentose phosphate pathway,yes
MMP1189,exp,1,,0.666400725,Anabolism,Other/unassigned,Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI),D-ribose utilization; <br>Pentose phosphate pathway,yes
MMP1189,exp,2,,0.812738077,Anabolism,Other/unassigned,Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI),D-ribose utilization; <br>Pentose phosphate pathway,yes
MMP1189,exp,3,,0.963429571,Anabolism,Other/unassigned,Ribose-5-phosphate isomerase A (EC 5.3.1.6) (Phosphoriboisomerase A) (PRI),D-ribose utilization; <br>Pentose phosphate pathway,yes
MMP1190,xs,1,,0.376841161,Anabolism,Vitamin/cofactor biosynthesis,Peptidyl-prolyl cis-trans isomerase,G3E family of P-loop GTPases (metallocenter biosynthesis); <br>Peptidyl-prolyl cis-trans isomerase; <br>Potassium homeostasis,yes
MMP1190,xs,2,,0.721658031,Anabolism,Vitamin/cofactor biosynthesis,Peptidyl-prolyl cis-trans isomerase,G3E family of P-loop GTPases (metallocenter biosynthesis); <br>Peptidyl-prolyl cis-trans isomerase; <br>Potassium homeostasis,yes
MMP1190,xs,3,,0.51598761,Anabolism,Vitamin/cofactor biosynthesis,Peptidyl-prolyl cis-trans isomerase,G3E family of P-loop GTPases (metallocenter biosynthesis); <br>Peptidyl-prolyl cis-trans isomerase; <br>Potassium homeostasis,yes
MMP1190,i,1,,0.972448847,Anabolism,Vitamin/cofactor biosynthesis,Peptidyl-prolyl cis-trans isomerase,G3E family of P-loop GTPases (metallocenter biosynthesis); <br>Peptidyl-prolyl cis-trans isomerase; <br>Potassium homeostasis,yes
MMP1190,i,2,,0.828179512,Anabolism,Vitamin/cofactor biosynthesis,Peptidyl-prolyl cis-trans isomerase,G3E family of P-loop GTPases (metallocenter biosynthesis); <br>Peptidyl-prolyl cis-trans isomerase; <br>Potassium homeostasis,yes
MMP1190,i,3,,1.043616178,Anabolism,Vitamin/cofactor biosynthesis,Peptidyl-prolyl cis-trans isomerase,G3E family of P-loop GTPases (metallocenter biosynthesis); <br>Peptidyl-prolyl cis-trans isomerase; <br>Potassium homeostasis,yes
MMP1190,f,2,,1.883846426,Anabolism,Vitamin/cofactor biosynthesis,Peptidyl-prolyl cis-trans isomerase,G3E family of P-loop GTPases (metallocenter biosynthesis); <br>Peptidyl-prolyl cis-trans isomerase; <br>Potassium homeostasis,yes
MMP1190,f,3,,2.486338798,Anabolism,Vitamin/cofactor biosynthesis,Peptidyl-prolyl cis-trans isomerase,G3E family of P-loop GTPases (metallocenter biosynthesis); <br>Peptidyl-prolyl cis-trans isomerase; <br>Potassium homeostasis,yes
MMP1190,exp,1,,5.414505894,Anabolism,Vitamin/cofactor biosynthesis,Peptidyl-prolyl cis-trans isomerase,G3E family of P-loop GTPases (metallocenter biosynthesis); <br>Peptidyl-prolyl cis-trans isomerase; <br>Potassium homeostasis,yes
MMP1190,exp,2,,1.490019807,Anabolism,Vitamin/cofactor biosynthesis,Peptidyl-prolyl cis-trans isomerase,G3E family of P-loop GTPases (metallocenter biosynthesis); <br>Peptidyl-prolyl cis-trans isomerase; <br>Potassium homeostasis,yes
MMP1190,exp,3,,1.386754686,Anabolism,Vitamin/cofactor biosynthesis,Peptidyl-prolyl cis-trans isomerase,G3E family of P-loop GTPases (metallocenter biosynthesis); <br>Peptidyl-prolyl cis-trans isomerase; <br>Potassium homeostasis,yes
MMP1191,xs,1,,0.604806802,Catabolism,Methanogenesis,Methenyltetrahydromethanopterin cyclohydrolase (EC 3.5.4.27) (Methenyl-H4MPT cyclohydrolase),Methanogenesis,yes
MMP1191,xs,2,,0.309282013,Catabolism,Methanogenesis,Methenyltetrahydromethanopterin cyclohydrolase (EC 3.5.4.27) (Methenyl-H4MPT cyclohydrolase),Methanogenesis,yes
MMP1191,xs,3,,0.760160319,Catabolism,Methanogenesis,Methenyltetrahydromethanopterin cyclohydrolase (EC 3.5.4.27) (Methenyl-H4MPT cyclohydrolase),Methanogenesis,yes
MMP1191,i,1,,0.486224424,Catabolism,Methanogenesis,Methenyltetrahydromethanopterin cyclohydrolase (EC 3.5.4.27) (Methenyl-H4MPT cyclohydrolase),Methanogenesis,yes
